Date, Time ,Gear Id,Boat Name,Trip Start ,Trip end,Mesh Size (mm),Mesh Type,Fishing Zone,Haul time (min),Depth (fa),Vessel length (ft),Motorised,Engine (hp),ID, Genus , Species ,Total Length, Std l ,length at gill,Body depth,Weight (g),Category,Total Catch (kg),Total catch (g)
22-01-2018,morning,GN01,Swami Samrth,02:30:00,06:30:00,36,unmixed,pelagic,90,8,25,yes,8,,Sardinella,longiceps,17,,,4.5,31,Target Catch,110,110000
22-01-2018,morning,GN01,Swami Samrth,02:30:00,06:30:00,36,unmixed,pelagic,90,8,25,yes,8,,Sardinella,longiceps,18.4,,,4.5,34,Target Catch,110,110000
22-01-2018,morning,GN01,Swami Samrth,02:30:00,06:30:00,36,unmixed,pelagic,90,8,25,yes,8,,Sardinella,longiceps,17,,4.3,4.5,31,Target Catch,110,110000
22-01-2018,morning,GN01,Swami Samrth,02:30:00,06:30:00,36,unmixed,pelagic,90,8,25,yes,8,,Sardinella,longiceps,18,,5.3,5.5,33,Target Catch,110,110000
22-01-2018,morning,GN01,Swami Samrth,02:30:00,06:30:00,36,unmixed,pelagic,90,8,25,yes,8,,Sardinella,longiceps,18,,5,5.2,33,Target Catch,110,110000
22-01-2018,morning,GN01,Swami Samrth,02:30:00,06:30:00,36,unmixed,pelagic,90,8,25,yes,8,,Sardinella,longiceps,16.7,,4,4.2,31,Target Catch,110,110000
22-01-2018,morning,GN01,Swami Samrth,02:30:00,06:30:00,36,unmixed,pelagic,90,8,25,yes,8,,Sardinella,longiceps,19.1,,5.4,4.8,35,Target Catch,110,110000
22-01-2018,morning,GN01,Swami Samrth,02:30:00,06:30:00,36,unmixed,pelagic,90,8,25,yes,8,,Sardinella,longiceps,19,,5,5,35,Target Catch,110,110000
22-01-2018,morning,GN01,Swami Samrth,02:30:00,06:30:00,36,unmixed,pelagic,90,8,25,yes,8,,Sardinella,longiceps,17.2,,4.2,4.5,31,Target Catch,110,110000
22-01-2018,morning,GN01,Swami Samrth,02:30:00,06:30:00,36,unmixed,pelagic,90,8,25,yes,8,,Secutor,insidator,8.9,,4.2,3,9,Bycatch,110,110000
22-01-2018,morning,GN01,Swami Samrth,02:30:00,06:30:00,36,unmixed,pelagic,90,8,25,yes,8,,Lactarius,lactarius,16,,5.9,5.4,56,Bycatch,110,110000
22-01-2018,morning,GN01,Swami Samrth,02:30:00,06:30:00,36,unmixed,pelagic,90,8,25,yes,8,,Scombromorous, ,22.7,,4.7,5,142,Bycatch,110,110000
22-01-2018,morning,GN01,Swami Samrth,02:30:00,06:30:00,36,unmixed,pelagic,90,8,25,yes,8,,Scombromorous, ,22.2,,4.5,5.5,,Bycatch,110,110000
22-01-2018,morning,GN01,Swami Samrth,02:30:00,06:30:00,36,unmixed,pelagic,90,8,25,yes,8,,Rastrelliger,kanagurta,16,,4.7,5.2,45,Bycatch,110,110000
22-01-2018,morning,GN01,Swami Samrth,02:30:00,06:30:00,36,unmixed,pelagic,90,8,25,yes,8,,Ophisthopterus,tardoore,17,,4.5,4,32,Bycatch,110,110000
22-01-2018,morning,GN01,Swami Samrth,02:30:00,06:30:00,36,unmixed,pelagic,90,8,25,yes,8,Cluepidae,,,15.7,,4,4.7,31,Bycatch,110,110000
22-01-2018,morning,GN01,Swami Samrth,02:30:00,06:30:00,36,unmixed,pelagic,90,8,25,yes,8,,Megalapsis,cordyla,14.6,,4,4.4,52,Bycatch,110,110000
22-01-2018,morning,GN01,Swami Samrth,02:30:00,06:30:00,36,unmixed,pelagic,90,8,25,yes,8,,Megalapsis,cordyla,14.7,,4,4.4,,Bycatch,110,110000
22-01-2018,morning,GN01,Swami Samrth,02:30:00,06:30:00,36,unmixed,pelagic,90,8,25,yes,8,,Selar,crumenophthalamus,18.2,,4.6,5.4,57,Bycatch,110,110000
22-01-2018,morning,GN01,Swami Samrth,02:30:00,06:30:00,36,unmixed,pelagic,90,8,25,yes,8,Synodontidae,,,15.2,,2,2,24,Bycatch,110,110000
22-01-2018,morning,GN01,Swami Samrth,02:30:00,06:30:00,36,unmixed,pelagic,90,8,25,yes,8,,Sardinella,longiceps,17.1,,4.5,4,31,Target Catch,110,110000
22-01-2018,morning,GN01,Swami Samrth,02:30:00,06:30:00,36,unmixed,pelagic,90,8,25,yes,8,,Sardinella,longiceps,17.2,,4.2,4.6,31,Target Catch,110,110000
22-01-2018,morning,GN01,Swami Samrth,02:30:00,06:30:00,36,unmixed,pelagic,90,8,25,yes,8,,Sardinella,longiceps,18.1,,4.1,4.3,33,Target Catch,110,110000
22-01-2018,morning,GN01,Swami Samrth,02:30:00,06:30:00,36,unmixed,pelagic,90,8,25,yes,8,,Sardinella,longiceps,18.5,,4.1,4.3,34,Target Catch,110,110000
22-01-2018,morning,GN01,Swami Samrth,02:30:00,06:30:00,36,unmixed,pelagic,90,8,25,yes,8,,Sardinella,longiceps,18.5,,4.1,4.1,34,Target Catch,110,110000
22-01-2018,morning,GN01,Swami Samrth,02:30:00,06:30:00,36,unmixed,pelagic,90,8,25,yes,8,,Sardinella,longiceps,19.3,,4.3,4.6,35,Target Catch,110,110000
22-01-2018,morning,GN01,Swami Samrth,02:30:00,06:30:00,36,unmixed,pelagic,90,8,25,yes,8,,Sardinella,longiceps,19.1,,3.9,4.1,35,Target Catch,110,110000
22-01-2018,morning,GN01,Swami Samrth,02:30:00,06:30:00,36,unmixed,pelagic,90,8,25,yes,8,,Sardinella,longiceps,19,,4.3,4.5,35,Target Catch,110,110000
22-01-2018,morning,GN01,Swami Samrth,02:30:00,06:30:00,36,unmixed,pelagic,90,8,25,yes,8,,Sardinella,longiceps,18.9,,4.3,5,35,Target Catch,110,110000
22-01-2018,morning,GN01,Swami Samrth,02:30:00,06:30:00,36,unmixed,pelagic,90,8,25,yes,8,,Sardinella,longiceps,18.8,,4.5,4.6,34,Target Catch,110,110000
22-01-2018,morning,GN01,Swami Samrth,02:30:00,06:30:00,36,unmixed,pelagic,90,8,25,yes,8,,Sardinella,longiceps,18.1,,3.9,4.3,33,Target Catch,110,110000
23-01-2018,morning,GN02,Mahapurush Krupa,01:30:00,06:30:00,37,unmixed,pelagic,20,6,25,yes,,,Sardinella,longiceps,17.4,,4.2,4.2,49,Target Catch,138,138000
23-01-2018,morning,GN02,Mahapurush Krupa,01:30:00,06:30:00,37,unmixed,pelagic,20,6,25,yes,,,Sardinella,longiceps,18.1,,4.1,4.1,54,Target Catch,138,138000
23-01-2018,morning,GN02,Mahapurush Krupa,01:30:00,06:30:00,37,unmixed,pelagic,20,6,25,yes,,,Sardinella,longiceps,18.5,,4.6,4.5,50,Target Catch,138,138000
23-01-2018,morning,GN02,Mahapurush Krupa,01:30:00,06:30:00,37,unmixed,pelagic,20,6,25,yes,,,Sardinella,longiceps,21.3,,5.1,5,83,Target Catch,138,138000
23-01-2018,morning,GN02,Mahapurush Krupa,01:30:00,06:30:00,37,unmixed,pelagic,20,6,25,yes,,,Selar,crumenophthalamus,16.1,,4.7,5,45,Bycatch,138,138000
23-01-2018,morning,GN02,Mahapurush Krupa,01:30:00,06:30:00,37,unmixed,pelagic,20,6,25,yes,,,Sphyraena,jello,27.4,,4.3,4.7,92,Bycatch,138,138000
23-01-2018,morning,GN02,Mahapurush Krupa,01:30:00,06:30:00,37,unmixed,pelagic,20,6,25,yes,,,Scombromorous,,17,,5.1,5.7,73,Bycatch,138,138000
23-01-2018,morning,GN02,Mahapurush Krupa,01:30:00,06:30:00,37,unmixed,pelagic,20,6,25,yes,,,Rastrelliger,kanagurta,19.2,,5.3,5.7,56,Bycatch,138,138000
23-01-2018,morning,GN02,Mahapurush Krupa,01:30:00,06:30:00,37,unmixed,pelagic,20,6,25,yes,,,Sardinella,longiceps,19,,4.5,4,52,Target Catch,138,138000
23-01-2018,morning,GN02,Mahapurush Krupa,01:30:00,06:30:00,37,unmixed,pelagic,20,6,25,yes,,,Sardinella,longiceps,18.1,,4.6,4.6,52,Target Catch,138,138000
23-01-2018,morning,GN02,Mahapurush Krupa,01:30:00,06:30:00,37,unmixed,pelagic,20,6,25,yes,,,Sardinella,longiceps,17.9,,4.4,4.5,44,Target Catch,138,138000
23-01-2018,morning,GN02,Mahapurush Krupa,01:30:00,06:30:00,37,unmixed,pelagic,20,6,25,yes,,,Sardinella,longiceps,17.3,,4.4,4.4,43,Target Catch,138,138000
23-01-2018,morning,GN02,Mahapurush Krupa,01:30:00,06:30:00,37,unmixed,pelagic,20,6,25,yes,,,Sardinella,longiceps,18.3,,4.6,4.6,58,Target Catch,138,138000
23-01-2018,morning,GN02,Mahapurush Krupa,01:30:00,06:30:00,37,unmixed,pelagic,20,6,25,yes,,,Sardinella,longiceps,17.3,,4.2,4.4,56,Target Catch,138,138000
23-01-2018,morning,GN02,Mahapurush Krupa,01:30:00,06:30:00,37,unmixed,pelagic,20,6,25,yes,,,Selar,crumenophthalamus,18.2,,5.2,5.7,65,Bycatch,138,138000
23-01-2018,morning,GN02,Mahapurush Krupa,01:30:00,06:30:00,37,unmixed,pelagic,20,6,25,yes,,,Leiognathus,bindus,11.8,,4.3,5,20,Bycatch,138,138000
25-01-2018,morning,GN03,Mahalakshmi,04:00:00,06:00:00,38,unmixed,pelagic,30,5,24,yes,9.9,,Sardinella,longiceps,18.3,15.9,4.6,4.9,34,Target Catch,280,280000
25-01-2018,morning,GN03,Mahalakshmi,04:00:00,06:00:00,38,unmixed,pelagic,30,5,24,yes,9.9,,Sardinella,longiceps,17.3,14.6,4.3,4.9,32,Target Catch,280,280000
25-01-2018,morning,GN03,Mahalakshmi,04:00:00,06:00:00,38,unmixed,pelagic,30,5,24,yes,9.9,,Sardinella,longiceps,17.5,14.6,4.3,4.7,32,Target Catch,280,280000
25-01-2018,morning,GN03,Mahalakshmi,04:00:00,06:00:00,38,unmixed,pelagic,30,5,24,yes,9.9,,Sardinella,longiceps,20.9,18.1,4.6,5,38,Target Catch,280,280000
25-01-2018,morning,GN03,Mahalakshmi,04:00:00,06:00:00,38,unmixed,pelagic,30,5,24,yes,9.9,,Sardinella,longiceps,19.3,16.8,4.4,4.7,35,Target Catch,280,280000
25-01-2018,morning,GN03,Mahalakshmi,04:00:00,06:00:00,38,unmixed,pelagic,30,5,24,yes,9.9,,Sardinella,longiceps,17.4,15.8,4.3,4.7,32,Target Catch,280,280000
25-01-2018,morning,GN03,Mahalakshmi,04:00:00,06:00:00,38,unmixed,pelagic,30,5,24,yes,9.9,,Sardinella,longiceps,18.6,16.1,4.4,4.5,34,Target Catch,280,280000
25-01-2018,morning,GN03,Mahalakshmi,04:00:00,06:00:00,38,unmixed,pelagic,30,5,24,yes,9.9,,Sardinella,longiceps,19.2,16.9,4.3,4.9,35,Target Catch,280,280000
25-01-2018,morning,GN03,Mahalakshmi,04:00:00,06:00:00,38,unmixed,pelagic,30,5,24,yes,9.9,,Sardinella,longiceps,19.3,17.3,4.6,4.5,35,Target Catch,280,280000
25-01-2018,morning,GN03,Mahalakshmi,04:00:00,06:00:00,38,unmixed,pelagic,30,5,24,yes,9.9,,Lagocephalus,inermis,16,13,6.3,6,70,Discard,280,280000
25-01-2018,morning,GN03,Mahalakshmi,04:00:00,06:00:00,38,unmixed,pelagic,30,5,24,yes,9.9,,Rastrelliger,kanagurta,16.8,14.5,4.5,5,42,Bycatch,280,280000
25-01-2018,morning,GN03,Mahalakshmi,04:00:00,06:00:00,38,unmixed,pelagic,30,5,24,yes,9.9,,Rastrelliger,kanagurta,16,14.3,4.6,4.7,42,Bycatch,280,280000
25-01-2018,morning,GN03,Mahalakshmi,04:00:00,06:00:00,38,unmixed,pelagic,30,5,24,yes,9.9,,Terapon,puta,15.6,13.5,5.5,4.2,52,Discard,280,280000
25-01-2018,morning,GN03,Mahalakshmi,04:00:00,06:00:00,38,unmixed,pelagic,30,5,24,yes,9.9,,Sphyraena,jello,27,23.5,5.5,4.2,89,Bycatch,280,280000
25-01-2018,morning,GN03,Mahalakshmi,04:00:00,06:00:00,38,unmixed,pelagic,30,5,24,yes,9.9,,Sphyraena,jello,23.1,21,4.1,4.8,91,Bycatch,280,280000
25-01-2018,morning,GN03,Mahalakshmi,04:00:00,06:00:00,38,unmixed,pelagic,30,5,24,yes,9.9,,Selar,crumenophthalamus,18.6,15.2,5.2,5.4,62,Bycatch,280,280000
25-01-2018,morning,GN03,Mahalakshmi,04:00:00,06:00:00,38,unmixed,pelagic,30,5,24,yes,9.9,,Selar,crumenophthalamus,18.3,14,4.5,5.3,54,Bycatch,280,280000
25-01-2018,morning,GN03,Mahalakshmi,04:00:00,06:00:00,38,unmixed,pelagic,30,5,24,yes,9.9,,Selar,crumenophthalamus,20.1,17,5.5,6.2,82,Bycatch,280,280000
25-01-2018,morning,GN03,Mahalakshmi,04:00:00,06:00:00,38,unmixed,pelagic,30,5,24,yes,9.9,,Sardinella,longiceps,19.2,16.3,4.2,5.1,58,Target Catch,280,280000
25-01-2018,morning,GN03,Mahalakshmi,04:00:00,06:00:00,38,unmixed,pelagic,30,5,24,yes,9.9,,Sardinella,longiceps,19.4,16.8,4.2,5,59,Target Catch,280,280000
25-01-2018,morning,GN03,Mahalakshmi,04:00:00,06:00:00,38,unmixed,pelagic,30,5,24,yes,9.9,,Sardinella,longiceps,17.1,14.5,4.3,4.4,31,Target Catch,280,280000
25-01-2018,morning,GN03,Mahalakshmi,04:00:00,06:00:00,38,unmixed,pelagic,30,5,24,yes,9.9,,Sardinella,longiceps,20.2,17,4.2,4.5,37,Target Catch,280,280000
25-01-2018,morning,GN03,Mahalakshmi,04:00:00,06:00:00,38,unmixed,pelagic,30,5,24,yes,9.9,,Sardinella,longiceps,18.2,16,4.5,4.7,33,Target Catch,280,280000
25-01-2018,morning,GN03,Mahalakshmi,04:00:00,06:00:00,38,unmixed,pelagic,30,5,24,yes,9.9,,Sardinella,longiceps,19.2,16.2,4.7,4.8,35,Target Catch,280,280000
25-01-2018,morning,GN03,Mahalakshmi,04:00:00,06:00:00,38,unmixed,pelagic,30,5,24,yes,9.9,,Sardinella,longiceps,18.2,15.9,4.1,4,33,Target Catch,280,280000
25-01-2018,morning,GN03,Mahalakshmi,04:00:00,06:00:00,38,unmixed,pelagic,30,5,24,yes,9.9,,Sardinella,longiceps,20.5,17.6,4.5,5.1,38,Target Catch,280,280000
25-01-2018,morning,GN03,Mahalakshmi,04:00:00,06:00:00,38,unmixed,pelagic,30,5,24,yes,9.9,,Sardinella,longiceps,17.6,15,4.2,4.5,32,Target Catch,280,280000
25-01-2018,morning,GN03,Mahalakshmi,04:00:00,06:00:00,38,unmixed,pelagic,30,5,24,yes,9.9,,Saurida,tumbil,16.6,14.3,2.5,3,27,Bycatch,280,280000
25-01-2018,morning,GN03,Mahalakshmi,04:00:00,06:00:00,38,unmixed,pelagic,30,5,24,yes,9.9,,Saurida,tumbil,16.1,14.5,2.5,3.1,27,Bycatch,280,280000
27-01-2018,morning,GN04,Shantadurga,04:30:00,07:30:00,37,unmixed,pelagic,30,3,24,yes,8,,Sardinella,longiceps,19.6,16,4.5,4.9,36,Target Catch,100,100000
27-01-2018,morning,GN04,Shantadurga,04:30:00,07:30:00,37,unmixed,pelagic,30,3,24,yes,8,,Sardinella,longiceps,19.3,15.9,4,4.2,35,Target Catch,100,100000
27-01-2018,morning,GN04,Shantadurga,04:30:00,07:30:00,37,unmixed,pelagic,30,3,24,yes,8,,Sardinella,longiceps,19.7,16.4,4.5,4.7,36,Target Catch,100,100000
27-01-2018,morning,GN04,Shantadurga,04:30:00,07:30:00,37,unmixed,pelagic,30,3,24,yes,8,,Sardinella,longiceps,18.6,16.5,4.2,4.2,34,Target Catch,100,100000
27-01-2018,morning,GN04,Shantadurga,04:30:00,07:30:00,37,unmixed,pelagic,30,3,24,yes,8,,Sardinella,longiceps,18.9,15.9,4.6,4.8,35,Target Catch,100,100000
27-01-2018,morning,GN04,Shantadurga,04:30:00,07:30:00,37,unmixed,pelagic,30,3,24,yes,8,,Selar,crumenophthalamus,18.9,16.3,4.4,4.8,57,Bycatch,100,100000
27-01-2018,morning,GN04,Shantadurga,04:30:00,07:30:00,37,unmixed,pelagic,30,3,24,yes,8,,Sardinella,longiceps,19.3,16.1,4.1,4.9,35,Target Catch,100,100000
27-01-2018,morning,GN04,Shantadurga,04:30:00,07:30:00,37,unmixed,pelagic,30,3,24,yes,8,,Rastrelliger,kanagurta,19.8,17.5,5.8,6.3,88,Bycatch,100,100000
27-01-2018,morning,GN04,Shantadurga,04:30:00,07:30:00,37,unmixed,pelagic,30,3,24,yes,8,,Sardinella,gibbosa,16.3,13.3,4.2,5.2,42,Target Catch,100,100000
27-01-2018,morning,GN04,Shantadurga,04:30:00,07:30:00,37,unmixed,pelagic,30,3,24,yes,8,,Sardinella,gibbosa,16.4,12.9,4.4,5,43,Target Catch,100,100000
27-01-2018,morning,GN04,Shantadurga,04:30:00,07:30:00,37,unmixed,pelagic,30,3,24,yes,8,,Sardinella,longiceps,16.6,13.4,3.9,4.2,30,Target Catch,100,100000
27-01-2018,morning,GN04,Shantadurga,04:30:00,07:30:00,37,unmixed,pelagic,30,3,24,yes,8,,Sardinella,longiceps,19.5,16.4,4.5,4.2,36,Target Catch,100,100000
27-01-2018,morning,GN04,Shantadurga,04:30:00,07:30:00,37,unmixed,pelagic,30,3,24,yes,8,,Sardinella,longiceps,16.4,13.7,4.2,4.5,30,Target Catch,100,100000
27-01-2018,morning,GN04,Shantadurga,04:30:00,07:30:00,37,unmixed,pelagic,30,3,24,yes,8,,Sardinella,longiceps,19.1,15.6,4.6,4.8,35,Target Catch,100,100000
27-01-2018,morning,GN04,Shantadurga,04:30:00,07:30:00,37,unmixed,pelagic,30,3,24,yes,8,,Sardinella,longiceps,18.6,15.9,4.4,4.5,34,Target Catch,100,100000
27-01-2018,morning,GN04,Shantadurga,04:30:00,07:30:00,37,unmixed,pelagic,30,3,24,yes,8,,Sardinella,longiceps,17.3,14.3,4.2,4,32,Target Catch,100,100000
27-01-2018,morning,GN04,Shantadurga,04:30:00,07:30:00,37,unmixed,pelagic,30,3,24,yes,8,,Sardinella,longiceps,16.2,14.2,4.1,3.6,30,Target Catch,100,100000
27-01-2018,morning,GN04,Shantadurga,04:30:00,07:30:00,37,unmixed,pelagic,30,3,24,yes,8,,Sardinella,longiceps,18.5,15.6,4.1,4.6,34,Target Catch,100,100000
27-01-2018,morning,GN04,Shantadurga,04:30:00,07:30:00,37,unmixed,pelagic,30,3,24,yes,8,,Sardinella,longiceps,18.6,15.3,4.9,5,34,Target Catch,100,100000
27-01-2018,morning,GN04,Shantadurga,04:30:00,07:30:00,37,unmixed,pelagic,30,3,24,yes,8,,Sardinella,longiceps,17.4,14.6,4.1,4.3,32,Target Catch,100,100000
27-01-2018,morning,GN04,Shantadurga,04:30:00,07:30:00,37,unmixed,pelagic,30,3,24,yes,8,,Sardinella,longiceps,17.8,15.3,4.5,5.1,33,Target Catch,100,100000
27-01-2018,morning,GN04,Shantadurga,04:30:00,07:30:00,37,unmixed,pelagic,30,3,24,yes,8,,Sardinella,longiceps,17.6,15.3,4.2,4.5,32,Target Catch,100,100000
27-01-2018,morning,GN04,Shantadurga,04:30:00,07:30:00,37,unmixed,pelagic,30,3,24,yes,8,,Saurida,tumbil,17.4,14.2,2.2,2.9,34,Bycatch,100,100000
27-01-2018,morning,GN04,Shantadurga,04:30:00,07:30:00,37,unmixed,pelagic,30,3,24,yes,8,,Alepes,djedaba,17.3,14.9,4.3,5.2,63,Bycatch,100,100000
27-01-2018,morning,GN04,Shantadurga,04:30:00,07:30:00,37,unmixed,pelagic,30,3,24,yes,8,,Rastrelliger,kanagurta,18.2,15.7,5,5.9,80,Bycatch,100,100000
27-01-2018,morning,GN04,Shantadurga,04:30:00,07:30:00,37,unmixed,pelagic,30,3,24,yes,8,jelly fish,,,,,,,89,Discard,100,100000
27-01-2018,morning,GN04,Shantadurga,04:30:00,07:30:00,37,unmixed,pelagic,30,3,24,yes,8,,Saurida,tumbil,15.5,12.5,2.5,2.3,52,Bycatch,100,100000
27-01-2018,morning,GN04,Shantadurga,04:30:00,07:30:00,37,unmixed,pelagic,30,3,24,yes,8,,Portunus,sanguinolentus,9,,,6,55,Discard,100,100000
27-01-2018,morning,GN04,Shantadurga,04:30:00,07:30:00,37,unmixed,pelagic,30,3,24,yes,8,,Portunus,sanguinolentus,7,,,3.5,27,Discard,100,100000
27-01-2018,morning,GN04,Shantadurga,04:30:00,07:30:00,37,unmixed,pelagic,30,3,24,yes,8,,Sphyraena,jello,20.1,17,3.6,4.1,52,Discard,100,100000
27-01-2018,morning,GN04,Shantadurga,04:30:00,07:30:00,37,unmixed,pelagic,30,3,24,yes,8,,Terapon,puta,12.2,11.4,3.6,4.4,30,Discard,100,100000
27-01-2018,morning,GN04,Shantadurga,04:30:00,07:30:00,37,unmixed,pelagic,30,3,24,yes,8,,Hydrophis,schistosus,76.9,,,1.75,140,Discard,100,100000
28-01-2018,morning,GN05,Vasanti,03:00:00,06:00:00,36,unmixed,pelagic,30,3,24,yes,9.8,,Sardinella,longiceps,19.1,16.2,4.4,4.7,35,Target Catch,78,78000
28-01-2018,morning,GN05,Vasanti,03:00:00,06:00:00,36,unmixed,pelagic,30,3,24,yes,9.8,,Sardinella,longiceps,18.4,15.8,4.3,4.4,34,Target Catch,78,78000
28-01-2018,morning,GN05,Vasanti,03:00:00,06:00:00,36,unmixed,pelagic,30,3,24,yes,9.8,,Sardinella,longiceps,18.3,15.4,4.7,4.5,34,Target Catch,78,78000
28-01-2018,morning,GN05,Vasanti,03:00:00,06:00:00,36,unmixed,pelagic,30,3,24,yes,9.8,,Sardinella,longiceps,18.4,15.7,4.6,4.9,34,Target Catch,78,78000
28-01-2018,morning,GN05,Vasanti,03:00:00,06:00:00,36,unmixed,pelagic,30,3,24,yes,9.8,,Sardinella,longiceps,19.1,16.2,4.5,4.8,35,Target Catch,78,78000
28-01-2018,morning,GN05,Vasanti,03:00:00,06:00:00,36,unmixed,pelagic,30,3,24,yes,9.8,,Sardinella,longiceps,18.1,15.3,3.9,4.5,33,Target Catch,78,78000
28-01-2018,morning,GN05,Vasanti,03:00:00,06:00:00,36,unmixed,pelagic,30,3,24,yes,9.8,,Sardinella,longiceps,16.4,14.2,4.5,4.6,30,Target Catch,78,78000
28-01-2018,morning,GN05,Vasanti,03:00:00,06:00:00,36,unmixed,pelagic,30,3,24,yes,9.8,,Sardinella,longiceps,18.2,15.2,4.5,4.6,33,Target Catch,78,78000
28-01-2018,morning,GN05,Vasanti,03:00:00,06:00:00,36,unmixed,pelagic,30,3,24,yes,9.8,,Sardinella,longiceps,19.1,16,4.5,4.7,35,Target Catch,78,78000
28-01-2018,morning,GN05,Vasanti,03:00:00,06:00:00,36,unmixed,pelagic,30,3,24,yes,9.8,,Sardinella,longiceps,16.6,13.4,3.9,4.4,30,Target Catch,78,78000
28-01-2018,morning,GN05,Vasanti,03:00:00,06:00:00,36,unmixed,pelagic,30,3,24,yes,9.8,,Sardinella,longiceps,18.2,15.1,4.3,4.6,33,Target Catch,78,78000
28-01-2018,morning,GN05,Vasanti,03:00:00,06:00:00,36,unmixed,pelagic,30,3,24,yes,9.8,,Sardinella,longiceps,16.1,13.1,4.2,4.5,29,Target Catch,78,78000
28-01-2018,morning,GN05,Vasanti,03:00:00,06:00:00,36,unmixed,pelagic,30,3,24,yes,9.8,,Sardinella,longiceps,19.4,16.3,4.6,4.8,36,Target Catch,78,78000
28-01-2018,morning,GN05,Vasanti,03:00:00,06:00:00,36,unmixed,pelagic,30,3,24,yes,9.8,,Sardinella,longiceps,19.1,16.5,4.4,4.6,35,Target Catch,78,78000
28-01-2018,morning,GN05,Vasanti,03:00:00,06:00:00,36,unmixed,pelagic,30,3,24,yes,9.8,,Sardinella,longiceps,18.3,15.2,4.2,4.4,34,Target Catch,78,78000
28-01-2018,morning,GN05,Vasanti,03:00:00,06:00:00,36,unmixed,pelagic,30,3,24,yes,9.8,,Sardinella,longiceps,18.6,15.4,4.5,4.3,34,Target Catch,78,78000
28-01-2018,morning,GN05,Vasanti,03:00:00,06:00:00,36,unmixed,pelagic,30,3,24,yes,9.8,,Thryssa,mystax,16.3,14.2,4.3,4.4,,Discard,78,78000
28-01-2018,morning,GN05,Vasanti,03:00:00,06:00:00,36,unmixed,pelagic,30,3,24,yes,9.8,,Thryssa,mystax,17.3,14.5,4.6,5.1,44,Discard,78,78000
28-01-2018,morning,GN05,Vasanti,03:00:00,06:00:00,36,unmixed,pelagic,30,3,24,yes,9.8,,Thryssa,mystax,16,13.5,3.1,4.3,31,Discard,78,78000
28-01-2018,morning,GN05,Vasanti,03:00:00,06:00:00,36,unmixed,pelagic,30,3,24,yes,9.8,,Thryssa,mystax,16.6,14,3.6,4.5,36,Discard,78,78000
28-01-2018,morning,GN05,Vasanti,03:00:00,06:00:00,36,unmixed,pelagic,30,3,24,yes,9.8,,Thryssa,mystax,20.6,17.2,4.5,5.3,55,Discard,78,78000
28-01-2018,morning,GN05,Vasanti,03:00:00,06:00:00,36,unmixed,pelagic,30,3,24,yes,9.8,,Thryssa,mystax,17.1,14.3,4,4.5,33,Discard,78,78000
28-01-2018,morning,GN05,Vasanti,03:00:00,06:00:00,36,unmixed,pelagic,30,3,24,yes,9.8,,Secutor,insidator,8.6,6.6,3.5,3.9,8,Discard,78,78000
28-01-2018,morning,GN05,Vasanti,03:00:00,06:00:00,36,unmixed,pelagic,30,3,24,yes,9.8,,Secutor,rucoinis,7.6,6.4,2.4,2.8,10,Discard,78,78000
28-01-2018,morning,GN05,Vasanti,03:00:00,06:00:00,36,unmixed,pelagic,30,3,24,yes,9.8,,Lagocephalus,inermis,8.6,7.6,2.3,2.8,10,Discard,78,78000
28-01-2018,morning,GN05,Vasanti,03:00:00,06:00:00,36,unmixed,pelagic,30,3,24,yes,9.8,jelly fish,,,,,,,231,Discard,78,78000
28-01-2018,morning,GN05,Vasanti,03:00:00,06:00:00,36,unmixed,pelagic,30,3,24,yes,9.8,Scianidae,,,12.7,10.5,4.4,4.6,,Discard,78,78000
28-01-2018,morning,GN05,Vasanti,03:00:00,06:00:00,36,unmixed,pelagic,30,3,24,yes,9.8,Scianidae,,,17.4,14,4.4,6,61,Discard,78,78000
28-01-2018,morning,GN05,Vasanti,03:00:00,06:00:00,36,unmixed,pelagic,30,3,24,yes,9.8,Scianidae,,,18.2,15.2,5,6,68,Discard,78,78000
28-01-2018,morning,GN05,Vasanti,03:00:00,06:00:00,36,unmixed,pelagic,30,3,24,yes,9.8,,Gerres ,filamentosus,12.6,9.6,3.6,3.9,22,Discard,78,78000
28-01-2018,morning,GN05,Vasanti,03:00:00,06:00:00,36,unmixed,pelagic,30,3,24,yes,9.8,,Rastrelliger,kanagurta,17.3,15.3,4.2,5.2,58,Bycatch,78,78000
28-01-2018,morning,GN05,Vasanti,03:00:00,06:00:00,36,unmixed,pelagic,30,3,24,yes,9.8,,Sardinella,longiceps,18.6,15.5,4.5,4.4,34,Target Catch,78,78000
28-01-2018,morning,GN05,Vasanti,03:00:00,06:00:00,36,unmixed,pelagic,30,3,24,yes,9.8,,Sardinella,longiceps,19.6,16.4,4.6,4.4,36,Target Catch,78,78000
28-01-2018,morning,GN05,Vasanti,03:00:00,06:00:00,36,unmixed,pelagic,30,3,24,yes,9.8,,Sardinella,longiceps,19.5,16.2,4.6,4.3,36,Target Catch,78,78000
02-02-2018,morning,GN06,Yashodha,01:00:00,07:00:00,41,mixed,pelagic,20,8,24,yes,8,,Sardinella,longiceps,17.9,15.7,4.6,4.7,33,Target Catch,225,225000
02-02-2018,morning,GN06,Yashodha,01:00:00,07:00:00,41,mixed,pelagic,20,8,24,yes,8,,Sardinella,longiceps,17.6,14.7,3.9,4.2,32,Target Catch,225,225000
