Date, Time ,Gear Id,Boat Name,Trip Start ,Trip end,Mesh Size (mm),Mesh Type,Fishing Zone,Haul time (min),Depth (fa),Vessel length (ft),Motorised,Engine (hp),ID, Genus , Species ,Total Length, Std l ,length at gill,Body depth,Weight (g),Category,Total Catch (kg),Total catch (g)
25-02-2018,evening,GN27,Devdarshan,13:00:00,18:00:00,50,mixed,benthic,60,12,28,yes,9.9,Stomatopod,,,12,,,3,160,Discard,56,56000
25-02-2018,evening,GN27,Devdarshan,13:00:00,18:00:00,50,mixed,benthic,60,12,28,yes,9.9,Hermit Crab,,,15.9,,,,73,Discard,56,56000
25-02-2018,evening,GN27,Devdarshan,13:00:00,18:00:00,50,mixed,benthic,60,12,28,yes,9.9,,Thryssa,mystax,18.7,15.9,4.4,5,48,Bycatch,56,56000
25-02-2018,evening,GN27,Devdarshan,13:00:00,18:00:00,50,mixed,benthic,60,12,28,yes,9.9,,Sardinella,gibbosa,17.1,13.8,4.4,5,50,Target Catch,56,56000
25-02-2018,evening,GN27,Devdarshan,13:00:00,18:00:00,50,mixed,benthic,60,12,28,yes,9.9,,Johnius,,18,14.4,4.6,5.3,69,Target Catch,56,56000
25-02-2018,evening,GN27,Devdarshan,13:00:00,18:00:00,50,mixed,benthic,60,12,28,yes,9.9,,Lactarius,lactarius,14.4,4.6,5.3,6.2,62,Target Catch,56,56000
25-02-2018,evening,GN27,Devdarshan,13:00:00,18:00:00,50,mixed,benthic,60,12,28,yes,9.9,,Rastrelliger,kanagurta,20.4,16.6,5,5.5,70,Target Catch,56,56000
07-03-2018,evening,GN28,Morjai Prasanna,01:00:00,05:30:00,52,mixed,benthic,60,11,25,yes,9.9,,Anadontostoma,chacunda,15.6,12.6,4.6,6.1,47,Target Catch,56,56000
07-03-2018,evening,GN28,Morjai Prasanna,01:00:00,05:30:00,52,mixed,benthic,60,11,25,yes,9.9,Scianidae,,,19.1,14.9,5.2,5.5,79,Target Catch,56,56000
07-03-2018,evening,GN28,Morjai Prasanna,01:00:00,05:30:00,52,mixed,benthic,60,11,25,yes,9.9,Scianidae,,,17.7,13.8,4.2,4.7,59,Target Catch,56,56000
07-03-2018,evening,GN28,Morjai Prasanna,01:00:00,05:30:00,52,mixed,benthic,60,11,25,yes,9.9,,Sardinella,gibbosa,18,14.3,4.2,4.7,59,Target Catch,56,56000
07-03-2018,evening,GN28,Morjai Prasanna,01:00:00,05:30:00,52,mixed,benthic,60,11,25,yes,9.9,,Scombromorous,,36.5,29.4,6.5,7.6,250,Bycatch,56,56000
07-03-2018,evening,GN28,Morjai Prasanna,01:00:00,05:30:00,52,mixed,benthic,60,11,25,yes,9.9,,Ophisthopterus,tardoore,20.8,17.7,4.8,5.8,50,Bycatch,56,56000
07-03-2018,evening,GN28,Morjai Prasanna,01:00:00,05:30:00,52,mixed,benthic,60,11,25,yes,9.9,Penaeidae,,,18,,,,44,Bycatch,56,56000
07-03-2018,evening,GN28,Morjai Prasanna,01:00:00,05:30:00,52,mixed,benthic,60,11,25,yes,9.9,,Lactarius,lactarius,20.2,16.3,6,6.5,84,Target Catch,56,56000
07-03-2018,evening,GN28,Morjai Prasanna,01:00:00,05:30:00,52,mixed,benthic,60,11,25,yes,9.9,,Lactarius,lactarius,19.3,14.3,5.3,5.9,60,Target Catch,56,56000
07-03-2018,evening,GN28,Morjai Prasanna,01:00:00,05:30:00,52,mixed,benthic,60,11,25,yes,9.9,,Lactarius,lactarius,18.9,14.2,4.2,5.5,54,Target Catch,56,56000
07-03-2018,evening,GN28,Morjai Prasanna,01:00:00,05:30:00,52,mixed,benthic,60,11,25,yes,9.9,,Thryssa,setirostris,14.2,11.6,3,3.8,21,Bycatch,56,56000
07-03-2018,evening,GN28,Morjai Prasanna,01:00:00,05:30:00,52,mixed,benthic,60,11,25,yes,9.9,,Leiognathus,splendens,11.9,9.1,4.1,50,25,Discard,56,56000
07-03-2018,evening,GN28,Morjai Prasanna,01:00:00,05:30:00,52,mixed,benthic,60,11,25,yes,9.9,,Saurida,tumbil,23.1,19,3.2,4,80,Bycatch,56,56000
07-03-2018,evening,GN28,Morjai Prasanna,01:00:00,05:30:00,52,mixed,benthic,60,11,25,yes,9.9,Stomatopod,,,9.9,,,,9,Discard,56,56000
07-03-2018,evening,GN28,Morjai Prasanna,01:00:00,05:30:00,52,mixed,benthic,60,11,25,yes,9.9,Hermit Crab,,,8.5,,,,20,Discard,56,56000
07-03-2018,evening,GN28,Morjai Prasanna,01:00:00,05:30:00,52,mixed,benthic,60,11,25,yes,9.9,,Portunus,sanguinolentus,10.4,,,,64,Bycatch,56,56000
07-03-2018,evening,GN28,Morjai Prasanna,01:00:00,05:30:00,52,mixed,benthic,60,11,25,yes,9.9,,Epinephelus,diacanthus,15.4,12.5,4.5,5.3,48,Bycatch,56,56000
07-03-2018,evening,GN28,Morjai Prasanna,01:00:00,05:30:00,52,mixed,benthic,60,11,25,yes,9.9,,Portunus,sanguinolentus,6.3,,,13.8,125,Bycatch,56,56000
07-03-2018,evening,GN28,Morjai Prasanna,01:00:00,05:30:00,52,mixed,benthic,60,11,25,yes,9.9,,Portunus,sanguinolentus,5.8,,,12.9,106,Bycatch,56,56000
07-03-2018,evening,GN28,Morjai Prasanna,01:00:00,05:30:00,52,mixed,benthic,60,11,25,yes,9.9,,Thryssa,mystax,13,9.6,4.6,6,37,Bycatch,56,56000
07-03-2018,evening,GN28,Morjai Prasanna,01:00:00,05:30:00,52,mixed,benthic,60,11,25,yes,9.9,,Thryssa,mystax,12.8,9.8,4.5,6,32,Bycatch,56,56000
07-03-2018,evening,GN28,Morjai Prasanna,01:00:00,05:30:00,52,mixed,benthic,60,11,25,yes,9.9,,Thryssa,mystax,15.1,12.7,3.5,5.1,28,Bycatch,56,56000
07-03-2018,evening,GN28,Morjai Prasanna,01:00:00,05:30:00,52,mixed,benthic,60,11,25,yes,9.9,,Sardinella,gibbosa,17.4,13.3,4.5,5,44,Target Catch,56,56000
07-03-2018,evening,GN28,Morjai Prasanna,01:00:00,05:30:00,52,mixed,benthic,60,11,25,yes,9.9,,Thryssa,mystax,16.5,13.5,3.6,4.4,32,Bycatch,56,56000
07-03-2018,evening,GN28,Morjai Prasanna,01:00:00,05:30:00,52,mixed,benthic,60,11,25,yes,9.9,Scianidae,,,19.4,15.4,4.5,5.1,77,Target Catch,56,56000
07-03-2018,evening,GN28,Morjai Prasanna,01:00:00,05:30:00,52,mixed,benthic,60,11,25,yes,9.9,Scianidae,,,19.5,15.8,5,5.5,88,Target Catch,56,56000
07-03-2018,evening,GN28,Morjai Prasanna,01:00:00,05:30:00,52,mixed,benthic,60,11,25,yes,9.9,Stomatopod,,,10.7,,,,15,Discard,56,56000
07-03-2018,evening,GN28,Morjai Prasanna,01:00:00,05:30:00,52,mixed,benthic,60,11,25,yes,9.9,Trichuridae,,,68,55,55,62,271,Bycatch,56,56000
07-03-2018,evening,GN28,Morjai Prasanna,01:00:00,05:30:00,52,mixed,benthic,60,11,25,yes,9.9,platycephalidae,,,27.5,25.7,3.4,4,102,Bycatch,56,56000
09-03-2018,morning,GN29,Bhumika Devi,02:00:00,06:00:00,46,unmixed,pelagic,120,4,22,yes,9.9,,Rastrelliger,kanagurta,21,17.3,5.7,6.2,109,Target Catch,112,112000
09-03-2018,morning,GN29,Bhumika Devi,02:00:00,06:00:00,46,unmixed,pelagic,120,4,22,yes,9.9,,Rastrelliger,kanagurta,19,15.9,5,5.3,70,Target Catch,112,112000
09-03-2018,morning,GN29,Bhumika Devi,02:00:00,06:00:00,46,unmixed,pelagic,120,4,22,yes,9.9,,Rastrelliger,kanagurta,21.6,17.4,5.5,6.2,99,Target Catch,112,112000
09-03-2018,morning,GN29,Bhumika Devi,02:00:00,06:00:00,46,unmixed,pelagic,120,4,22,yes,9.9,,Rastrelliger,kanagurta,19.5,15.6,4.4,5.6,75,Target Catch,112,112000
09-03-2018,morning,GN29,Bhumika Devi,02:00:00,06:00:00,46,unmixed,pelagic,120,4,22,yes,9.9,,Rastrelliger,kanagurta,18.1,14.7,4.7,5.4,56,Target Catch,112,112000
09-03-2018,morning,GN29,Bhumika Devi,02:00:00,06:00:00,46,unmixed,pelagic,120,4,22,yes,9.9,,Rastrelliger,kanagurta,19.5,16,4.4,5.5,70,Target Catch,112,112000
09-03-2018,morning,GN29,Bhumika Devi,02:00:00,06:00:00,46,unmixed,pelagic,120,4,22,yes,9.9,,Rastrelliger,kanagurta,19.9,16,5.2,5.6,73,Target Catch,112,112000
09-03-2018,morning,GN29,Bhumika Devi,02:00:00,06:00:00,46,unmixed,pelagic,120,4,22,yes,9.9,,Rastrelliger,kanagurta,19.7,16.2,5.2,5.6,73,Target Catch,112,112000
09-03-2018,morning,GN29,Bhumika Devi,02:00:00,06:00:00,46,unmixed,pelagic,120,4,22,yes,9.9,,Rastrelliger,kanagurta,19.1,16.9,4.7,5.5,67,Target Catch,112,112000
09-03-2018,morning,GN29,Bhumika Devi,02:00:00,06:00:00,46,unmixed,pelagic,120,4,22,yes,9.9,,Rastrelliger,kanagurta,16,15.5,48,4.9,63,Target Catch,112,112000
09-03-2018,morning,GN29,Bhumika Devi,02:00:00,06:00:00,46,unmixed,pelagic,120,4,22,yes,9.9,,Rastrelliger,kanagurta,20.6,16.7,5.3,6.2,90,Target Catch,112,112000
09-03-2018,morning,GN29,Bhumika Devi,02:00:00,06:00:00,46,unmixed,pelagic,120,4,22,yes,9.9,,Rastrelliger,kanagurta,20.4,16.5,5.6,5.8,79,Target Catch,112,112000
09-03-2018,morning,GN29,Bhumika Devi,02:00:00,06:00:00,46,unmixed,pelagic,120,4,22,yes,9.9,,Megalapsis,cordyla,20.6,17.5,5.3,5.5,79,Bycatch,112,112000
09-03-2018,morning,GN29,Bhumika Devi,02:00:00,06:00:00,46,unmixed,pelagic,120,4,22,yes,9.9,,Rastrelliger,kanagurta,20.5,17.6,5.5,5.9,84,Target Catch,112,112000
09-03-2018,morning,GN29,Bhumika Devi,02:00:00,06:00:00,46,unmixed,pelagic,120,4,22,yes,9.9,,Rastrelliger,kanagurta,20.1,16.3,5.6,6.3,86,Target Catch,112,112000
09-03-2018,morning,GN29,Bhumika Devi,02:00:00,06:00:00,46,unmixed,pelagic,120,4,22,yes,9.9,,Rastrelliger,kanagurta,19.6,16,4.7,5.5,66,Target Catch,112,112000
09-03-2018,morning,GN29,Bhumika Devi,02:00:00,06:00:00,46,unmixed,pelagic,120,4,22,yes,9.9,,Rastrelliger,kanagurta,21.3,17.5,5.5,6.5,90,Target Catch,112,112000
09-03-2018,morning,GN29,Bhumika Devi,02:00:00,06:00:00,46,unmixed,pelagic,120,4,22,yes,9.9,,Megalapsis,cordyla,20.4,16.8,5.5,5.6,71,Bycatch,112,112000
09-03-2018,morning,GN29,Bhumika Devi,02:00:00,06:00:00,46,unmixed,pelagic,120,4,22,yes,9.9,,Epinephelus,diacanthus,16.1,15,5.5,6,92,Discard,112,112000
09-03-2018,morning,GN29,Bhumika Devi,02:00:00,06:00:00,46,unmixed,pelagic,120,4,22,yes,9.9,,Decapterus,russelli,13,11,3,3.3,20,Bycatch,112,112000
09-03-2018,morning,GN29,Bhumika Devi,02:00:00,06:00:00,46,unmixed,pelagic,120,4,22,yes,9.9,,Decapterus,russelli,13.5,11,3.7,3.5,24,Bycatch,112,112000
09-03-2018,morning,GN29,Bhumika Devi,02:00:00,06:00:00,46,unmixed,pelagic,120,4,22,yes,9.9,,Decapterus,russelli,11,8.8,2.5,2.8,11,Bycatch,112,112000
09-03-2018,morning,GN29,Bhumika Devi,02:00:00,06:00:00,46,unmixed,pelagic,120,4,22,yes,9.9,,Decapterus,russelli,16.1,13,3.5,4,37,Bycatch,112,112000
09-03-2018,morning,GN29,Bhumika Devi,02:00:00,06:00:00,46,unmixed,pelagic,120,4,22,yes,9.9,,Decapterus,russelli,20,16.5,5.5,5.7,77,Bycatch,112,112000
09-03-2018,morning,GN29,Bhumika Devi,02:00:00,06:00:00,46,unmixed,pelagic,120,4,22,yes,9.9,,Decapterus,russelli,16,13.3,3.3,3.5,40,Bycatch,112,112000
09-03-2018,morning,GN29,Bhumika Devi,02:00:00,06:00:00,46,unmixed,pelagic,120,4,22,yes,9.9,,Decapterus,russelli,16.2,13.6,3.5,4,39,Bycatch,112,112000
09-03-2018,morning,GN29,Bhumika Devi,02:00:00,06:00:00,46,unmixed,pelagic,120,4,22,yes,9.9,,Rastrelliger,kanagurta,21.2,17.4,5.5,6.5,104,Target Catch,112,112000
09-03-2018,morning,GN29,Bhumika Devi,02:00:00,06:00:00,46,unmixed,pelagic,120,4,22,yes,9.9,,Rastrelliger,kanagurta,21.3,16.3,5.5,5.9,81,Target Catch,112,112000
09-03-2018,morning,GN29,Bhumika Devi,02:00:00,06:00:00,46,unmixed,pelagic,120,4,22,yes,9.9,,Rastrelliger,kanagurta,19,15.5,4.5,5.5,61,Target Catch,112,112000
09-03-2018,morning,GN29,Bhumika Devi,02:00:00,06:00:00,46,unmixed,pelagic,120,4,22,yes,9.9,,Rastrelliger,kanagurta,20.7,16.8,5.3,6,86,Target Catch,112,112000
09-03-2018,morning,GN29,Bhumika Devi,02:00:00,06:00:00,46,unmixed,pelagic,120,4,22,yes,9.9,,Rastrelliger,kanagurta,19,16.5,4.7,5.3,78,Target Catch,112,112000
09-03-2018,morning,GN29,Bhumika Devi,02:00:00,06:00:00,46,unmixed,pelagic,120,4,22,yes,9.9,,Rastrelliger,kanagurta,18.9,15.5,4.6,5.5,66,Target Catch,112,112000
09-03-2018,morning,GN29,Bhumika Devi,02:00:00,06:00:00,46,unmixed,pelagic,120,4,22,yes,9.9,,Rastrelliger,kanagurta,21.4,17.1,5.5,6.5,99,Target Catch,112,112000
09-03-2018,morning,GN29,Bhumika Devi,02:00:00,06:00:00,46,unmixed,pelagic,120,4,22,yes,9.9,,Rastrelliger,kanagurta,20,16.3,5,5.5,76,Target Catch,112,112000
09-03-2018,morning,GN29,Bhumika Devi,02:00:00,06:00:00,46,unmixed,pelagic,120,4,22,yes,9.9,,Lagocephalus,inermis,16.5,13.5,4,4.1,64,Discard,112,112000
09-03-2018,morning,GN29,Bhumika Devi,02:00:00,06:00:00,46,unmixed,pelagic,120,4,22,yes,9.9,,Arius,thalassinus,20.7,15.5,3.5,4,67,Bycatch,112,112000
09-03-2018,morning,GN29,Bhumika Devi,02:00:00,06:00:00,46,unmixed,pelagic,120,4,22,yes,9.9,,Epinephelus,diacanthus,18,15.5,5.5,6,78,Discard,112,112000
09-03-2018,morning,GN29,Bhumika Devi,02:00:00,06:00:00,46,unmixed,pelagic,120,4,22,yes,9.9,,Portunus,sanguinolentus,5.7,,,13.1,88,Bycatch,112,112000
09-03-2018,morning,GN29,Bhumika Devi,02:00:00,06:00:00,46,unmixed,pelagic,120,4,22,yes,9.9,,Portunus,sanguinolentus,6,,,13.5,94,Bycatch,112,112000
09-03-2018,morning,GN29,Bhumika Devi,02:00:00,06:00:00,46,unmixed,pelagic,120,4,22,yes,9.9,,Portunus,sanguinolentus,6.2,,,13.5,94,Bycatch,112,112000
09-03-2018,morning,GN29,Bhumika Devi,02:00:00,06:00:00,46,unmixed,pelagic,120,4,22,yes,9.9,,Portunus,sanguinolentus,14.5,,,10.1,49,Bycatch,112,112000
09-03-2018,morning,GN29,Bhumika Devi,02:00:00,06:00:00,46,unmixed,pelagic,120,4,22,yes,9.9,,Portunus,sanguinolentus,15.6,,,13,87,Bycatch,112,112000
12-03-2018,morning,GN30,Vinita 01,05:00:00,06:45:00,46,mixed,pelagic,60,2,20,no,0,,Rastrelliger,kanagurta,20.5,16.7,5,5.6,75,Target Catch,30,30000
12-03-2018,morning,GN30,Vinita 01,05:00:00,06:45:00,46,mixed,pelagic,60,2,20,no,0,,Rastrelliger,kanagurta,20.5,16.5,5.3,5.7,81,Target Catch,30,30000
12-03-2018,morning,GN30,Vinita 01,05:00:00,06:45:00,46,mixed,pelagic,60,2,20,no,0,,Rastrelliger,kanagurta,20,16.4,5,5.6,82,Target Catch,30,30000
12-03-2018,morning,GN30,Vinita 01,05:00:00,06:45:00,46,mixed,pelagic,60,2,20,no,0,,Rastrelliger,kanagurta,19.8,16,5.3,5.6,74,Target Catch,30,30000
12-03-2018,morning,GN30,Vinita 01,05:00:00,06:45:00,46,mixed,pelagic,60,2,20,no,0,,Rastrelliger,kanagurta,20.2,16.2,5,5.6,75,Target Catch,30,30000
12-03-2018,morning,GN30,Vinita 01,05:00:00,06:45:00,46,mixed,pelagic,60,2,20,no,0,,Rastrelliger,kanagurta,18.7,15.3,4.7,5.2,53,Target Catch,30,30000
12-03-2018,morning,GN30,Vinita 01,05:00:00,06:45:00,46,mixed,pelagic,60,2,20,no,0,,Rastrelliger,kanagurta,20.1,17.2,5.3,6,92,Target Catch,30,30000
12-03-2018,morning,GN30,Vinita 01,05:00:00,06:45:00,46,mixed,pelagic,60,2,20,no,0,,Rastrelliger,kanagurta,20.8,17.1,5.4,6,92,Target Catch,30,30000
12-03-2018,morning,GN30,Vinita 01,05:00:00,06:45:00,46,mixed,pelagic,60,2,20,no,0,,Rastrelliger,kanagurta,21,17,5.5,6,90,Target Catch,30,30000
12-03-2018,morning,GN30,Vinita 01,05:00:00,06:45:00,46,mixed,pelagic,60,2,20,no,0,,Rastrelliger,kanagurta,19.7,16,5,6,90,Target Catch,30,30000
12-03-2018,morning,GN30,Vinita 01,05:00:00,06:45:00,46,mixed,pelagic,60,2,20,no,0,,Rastrelliger,kanagurta,21.2,17.7,5.5,6.1,95,Target Catch,30,30000
12-03-2018,morning,GN30,Vinita 01,05:00:00,06:45:00,46,mixed,pelagic,60,2,20,no,0,,Selar,crumenophthalamus,20,16,5.1,5.5,69,Bycatch,30,30000
12-03-2018,morning,GN30,Vinita 01,05:00:00,06:45:00,46,mixed,pelagic,60,2,20,no,0,,Rastrelliger,kanagurta,20.5,17,51,6,86,Target Catch,30,30000
12-03-2018,morning,GN30,Vinita 01,05:00:00,06:45:00,46,mixed,pelagic,60,2,20,no,0,,Rastrelliger,kanagurta,19.4,16,5,5.4,66,Target Catch,30,30000
12-03-2018,morning,GN30,Vinita 01,05:00:00,06:45:00,46,mixed,pelagic,60,2,20,no,0,,Rastrelliger,kanagurta,21.3,17.5,5.3,5.8,93,Target Catch,30,30000
12-03-2018,morning,GN30,Vinita 01,05:00:00,06:45:00,46,mixed,pelagic,60,2,20,no,0,,Rastrelliger,kanagurta,21,16.9,5.4,6,87,Target Catch,30,30000
12-03-2018,morning,GN30,Vinita 01,05:00:00,06:45:00,46,mixed,pelagic,60,2,20,no,0,,Selar,crumenophthalamus,20.3,16,5.2,5.8,76,Bycatch,30,30000
12-03-2018,morning,GN30,Vinita 01,05:00:00,06:45:00,46,mixed,pelagic,60,2,20,no,0,,Selar,crumenophthalamus,20.5,16.5,50,6.2,79,Bycatch,30,30000
12-03-2018,morning,GN30,Vinita 01,05:00:00,06:45:00,46,mixed,pelagic,60,2,20,no,0,,Atherinomorous ,lacunosus,13.8,11.1,3,3,22,Discard,30,30000
12-03-2018,morning,GN30,Vinita 01,05:00:00,06:45:00,46,mixed,pelagic,60,2,20,no,0,,Leiognathus,daura,13.1,11.1,3,3,33,Discard,30,30000
12-03-2018,morning,GN30,Vinita 01,05:00:00,06:45:00,46,mixed,pelagic,60,2,20,no,0,,Alepes,djedaba,15.7,12,4.3,4.9,34,Bycatch,30,30000
12-03-2018,morning,GN30,Vinita 01,05:00:00,06:45:00,46,mixed,pelagic,60,2,20,no,0,,Sardinella,gibbosa,17,13.5,4.5,5.2,49,Target Catch,30,30000
13-03-2018,morning,GN31,Jalganga,03:30:00,08:00:00,45,mixed,benthic,60,5,26,yes,9.9,,Thryssa,mystax,15.5,12.6,3.5,4,30,Bycatch,40,40000
13-03-2018,morning,GN31,Jalganga,03:30:00,08:00:00,45,mixed,benthic,60,5,26,yes,9.9,,Selar,crumenophthalamus,20.2,16.2,5.5,5.9,78,Bycatch,40,40000
13-03-2018,morning,GN31,Jalganga,03:30:00,08:00:00,45,mixed,benthic,60,5,26,yes,9.9,,Selar,crumenophthalamus,18.7,15.2,5,5.6,66,Bycatch,40,40000
13-03-2018,morning,GN31,Jalganga,03:30:00,08:00:00,45,mixed,benthic,60,5,26,yes,9.9,,Alepes,djedaba,17.2,13.1,4.5,5.7,41,Bycatch,40,40000
13-03-2018,morning,GN31,Jalganga,03:30:00,08:00:00,45,mixed,benthic,60,5,26,yes,9.9,,Decapterus,russelli,15,12.7,3.7,4,35,Bycatch,40,40000
13-03-2018,morning,GN31,Jalganga,03:30:00,08:00:00,45,mixed,benthic,60,5,26,yes,9.9,,Saurida,tumbil,24,19.4,3.6,4,89,Bycatch,40,40000
13-03-2018,morning,GN31,Jalganga,03:30:00,08:00:00,45,mixed,benthic,60,5,26,yes,9.9,,Alepes,djedaba,15.8,11.9,4.5,5,35,Bycatch,40,40000
13-03-2018,morning,GN31,Jalganga,03:30:00,08:00:00,45,mixed,benthic,60,5,26,yes,9.9,,Priacanthus ,hamrur,13,10.5,4.5,3.7,23,Bycatch,40,40000
13-03-2018,morning,GN31,Jalganga,03:30:00,08:00:00,45,mixed,benthic,60,5,26,yes,9.9,,Alepes,djedaba,19.5,16,5,5.6,65,Bycatch,40,40000
13-03-2018,morning,GN31,Jalganga,03:30:00,08:00:00,45,mixed,benthic,60,5,26,yes,9.9,,Sardinella,longiceps,21.7,17.7,5,5.6,65,Bycatch,40,40000
13-03-2018,morning,GN31,Jalganga,03:30:00,08:00:00,45,mixed,benthic,60,5,26,yes,9.9,,Rastrelliger,kanagurta,19,16.5,5.4,6,91,Target Catch,40,40000
13-03-2018,morning,GN31,Jalganga,03:30:00,08:00:00,45,mixed,benthic,60,5,26,yes,9.9,,Rastrelliger,kanagurta,19.4,15.8,5.3,5.7,79,Target Catch,40,40000
13-03-2018,morning,GN31,Jalganga,03:30:00,08:00:00,45,mixed,benthic,60,5,26,yes,9.9,,Rastrelliger,kanagurta,20.5,16.7,5.5,6,95,Target Catch,40,40000
13-03-2018,morning,GN31,Jalganga,03:30:00,08:00:00,45,mixed,benthic,60,5,26,yes,9.9,,Rastrelliger,kanagurta,19.8,16.3,5.1,6,85,Target Catch,40,40000
13-03-2018,morning,GN31,Jalganga,03:30:00,08:00:00,45,mixed,benthic,60,5,26,yes,9.9,,Rastrelliger,kanagurta,19.4,16,5,5.5,70,Target Catch,40,40000
13-03-2018,morning,GN31,Jalganga,03:30:00,08:00:00,45,mixed,benthic,60,5,26,yes,9.9,,Rastrelliger,kanagurta,20.8,16.8,5.2,5.7,88,Target Catch,40,40000
13-03-2018,morning,GN31,Jalganga,03:30:00,08:00:00,45,mixed,benthic,60,5,26,yes,9.9,,Lactarius,lactarius,18,13.7,5.4,5.8,61,Target Catch,40,40000
13-03-2018,morning,GN31,Jalganga,03:30:00,08:00:00,45,mixed,benthic,60,5,26,yes,9.9,,Uroteuthis,duvacelii,37,18,,10,139,Bycatch,40,40000
13-03-2018,morning,GN31,Jalganga,03:30:00,08:00:00,45,mixed,benthic,60,5,26,yes,9.9,,Hydrophis,schistosus,,,,,,Discard,40,40000
21-03-2018,morning,GN32,Pavnai Devi,01:00:00,07:00:00,36,unmixed,pelagic,15,3,26,yes,9.9,,Sardinella,longiceps,21,16,4.5,4.5,57,Bycatch,840,840000
21-03-2018,morning,GN32,Pavnai Devi,01:00:00,07:00:00,36,unmixed,pelagic,15,3,26,yes,9.9,,Sardinella,gibbosa,18.3,14.6,4,5.1,53,Target Catch,840,840000
21-03-2018,morning,GN32,Pavnai Devi,01:00:00,07:00:00,36,unmixed,pelagic,15,3,26,yes,9.9,,Sardinella,gibbosa,18,14.6,4,4.7,42,Target Catch,840,840000
21-03-2018,morning,GN32,Pavnai Devi,01:00:00,07:00:00,36,unmixed,pelagic,15,3,26,yes,9.9,,Sardinella,gibbosa,18.3,15,4.5,5,51,Target Catch,840,840000
21-03-2018,morning,GN32,Pavnai Devi,01:00:00,07:00:00,36,unmixed,pelagic,15,3,26,yes,9.9,,Sardinella,gibbosa,17,13,4,5.2,42,Target Catch,840,840000
21-03-2018,morning,GN32,Pavnai Devi,01:00:00,07:00:00,36,unmixed,pelagic,15,3,26,yes,9.9,,Sardinella,gibbosa,18.4,15,4.2,5,50,Target Catch,840,840000
21-03-2018,morning,GN32,Pavnai Devi,01:00:00,07:00:00,36,unmixed,pelagic,15,3,26,yes,9.9,,Sardinella,gibbosa,17.3,13.5,4.5,5.3,44,Target Catch,840,840000
21-03-2018,morning,GN32,Pavnai Devi,01:00:00,07:00:00,36,unmixed,pelagic,15,3,26,yes,9.9,,Sardinella,gibbosa,16.7,13,4.4,5.2,39,Target Catch,840,840000
21-03-2018,morning,GN32,Pavnai Devi,01:00:00,07:00:00,36,unmixed,pelagic,15,3,26,yes,9.9,,Sardinella,gibbosa,17.6,14.2,4.5,5.5,42,Target Catch,840,840000
21-03-2018,morning,GN32,Pavnai Devi,01:00:00,07:00:00,36,unmixed,pelagic,15,3,26,yes,9.9,,Lactarius,lactarius,15.2,11.5,4,4.5,30,Target Catch,840,840000
21-03-2018,morning,GN32,Pavnai Devi,01:00:00,07:00:00,36,unmixed,pelagic,15,3,26,yes,9.9,,Sardinella,gibbosa,16.5,13,4.5,5,40,Target Catch,840,840000
21-03-2018,morning,GN32,Pavnai Devi,01:00:00,07:00:00,36,unmixed,pelagic,15,3,26,yes,9.9,,Sardinella,gibbosa,17.2,13.5,4.3,5,43,Target Catch,840,840000
21-03-2018,morning,GN32,Pavnai Devi,01:00:00,07:00:00,36,unmixed,pelagic,15,3,26,yes,9.9,,Sardinella,gibbosa,19.7,15.9,4.5,5.7,61,Target Catch,840,840000
21-03-2018,morning,GN32,Pavnai Devi,01:00:00,07:00:00,36,unmixed,pelagic,15,3,26,yes,9.9,,Ilisha,melastoma,17.5,14,4.3,5.2,45,Bycatch,840,840000
21-03-2018,morning,GN32,Pavnai Devi,01:00:00,07:00:00,36,unmixed,pelagic,15,3,26,yes,9.9,,Sardinella,gibbosa,18.3,14.8,4.2,5,48,Target Catch,840,840000
21-03-2018,morning,GN32,Pavnai Devi,01:00:00,07:00:00,36,unmixed,pelagic,15,3,26,yes,9.9,,Sardinella,gibbosa,15.2,13,4,4.6,36,Target Catch,840,840000
21-03-2018,morning,GN32,Pavnai Devi,01:00:00,07:00:00,36,unmixed,pelagic,15,3,26,yes,9.9,,Sardinella,gibbosa,18,14.5,4,5.3,51,Target Catch,840,840000
21-03-2018,morning,GN32,Pavnai Devi,01:00:00,07:00:00,36,unmixed,pelagic,15,3,26,yes,9.9,,Sardinella,gibbosa,18,14.5,4,5.3,45,Target Catch,840,840000
21-03-2018,morning,GN32,Pavnai Devi,01:00:00,07:00:00,36,unmixed,pelagic,15,3,26,yes,9.9,,Sardinella,gibbosa,18,14.5,4.2,4.2,46,Target Catch,840,840000
21-03-2018,morning,GN32,Pavnai Devi,01:00:00,07:00:00,36,unmixed,pelagic,15,3,26,yes,9.9,,Sardinella,gibbosa,18.5,15,4,4.5,46,Target Catch,840,840000
21-03-2018,morning,GN32,Pavnai Devi,01:00:00,07:00:00,36,unmixed,pelagic,15,3,26,yes,9.9,,Sardinella,gibbosa,17,13.5,4.5,5.6,41,Target Catch,840,840000
21-03-2018,morning,GN32,Pavnai Devi,01:00:00,07:00:00,36,unmixed,pelagic,15,3,26,yes,9.9,,Sardinella,gibbosa,17,13,4,5,40,Target Catch,840,840000
21-03-2018,morning,GN32,Pavnai Devi,01:00:00,07:00:00,36,unmixed,pelagic,15,3,26,yes,9.9,,Sardinella,gibbosa,18,14,4,5,46,Target Catch,840,840000
