Date,No..of.Boats.landed,Boat.name,Gear.Type,Fishing,Target,Net.Type,Fishing.Location,Fishing.Substrate,No..of.Days.fishing,No..of.Hauls,Average.Haul.Time..Hours.,Depth..wav.,Fishing.Trip.Start,Fishing.Trip.End,Catch.Composition,Net.Catch..kg.,Snakes.caught,Number,Remarks
01-12-2018,,Somnia,Trawler,,Mixed Catch,Pelagic,Achara,,,1,2.5,12,06:00,14:00,,,,,
01-12-2018,,Somnia,Trawler,,Mixed Catch,Pelagic,Achara,,,1,2.5,12,06:00,14:00,,,,,
02-12-2018,,Suhas Toraskar,GillNet,,Indian Makerel,Pelagic,Vayangani,,1,1,1,3,03:00,07:00,,,,,
04-12-2018,,Yakshini-devi,GillNet,,Indian Makerel,Pelagic,Malvan,,1,1,0.75,10,02:30,07:00,,,,,
05-12-2018,,Laxmi Rawalnath,GillNet,,Lesser Sardine,Pelagic,Malvan,,1,1,0.5,10,02:00,06:00,,,,,
08-12-2018,,Devki,GillNet,,Mixed Catch,Pelagic,Achara,,1,1,0.5,9,04:30,09:30,,,,,
10-12-2018,,Mesth Rampan Sangh,Rampan,,Indian Makerel,,Malvan,,1,1,3.45,5,02:00,05:45,,,,,
10-12-2018,,Taraka,GillNet,,Indian Oil Sardine,Pelagic,Malvan,,1,1,1,7,02:00,06:30,,,,,
10-12-2018,,Agasthamuni,Trawler,,,Pelagic,Vengurla,,4,4,3,15,06:00:00,17:30:00,,,Yes,5,Curtus
10-12-2018,,Somnia,Trawler,,Prawns,Benthic,Achara,,1,2,2,12,06:00:00,17:30:00,,,Yes,2,Curtus
11-12-2018,,Harsh ,GillNet,,Indian Makerel,Pelagic,Tarkarli,,1,1,0.5,5,03:00,07:00,,,,,
11-12-2018,,Aai Dirbai,GillNet,,Indian Makerel,Pelagic,Kavada Rock,,1,1,0.5,4,02:00,06:30,,,,,
11-12-2018,,Aai Dirbai,GillNet,,Indian Makerel,Pelagic,Kavada Rock,,1,1,0.5,4,02:00,06:30,,,,,
11-12-2018,,Aai Dirbai,GillNet,,Indian Makerel,Pelagic,Kavada Rock,,1,1,0.5,4,02:00,06:30,,,,,
11-12-2018,,Aai Dirbai,GillNet,,Indian Makerel,Pelagic,Kavada Rock,,1,1,0.5,4,02:00,06:30,,,,,
11-12-2018,,Aai Dirbai,GillNet,,Indian Makerel,Pelagic,Kavada Rock,,1,1,0.5,4,02:00,06:30,,,,,
11-12-2018,,Aai Dirbai,GillNet,,Indian Makerel,Pelagic,Kavada Rock,,1,1,0.5,4,02:00,06:30,,,,,
11-12-2018,,Fursai-Prasanna,GillNet,,,Pelagic,,,1,1,0.5,3,03:00,07:00,,,,,
11-12-2018,,Prathamesh,GillNet,,Lesser Sardine,Pelagic,Malvan,,1,1,0.5,8,04:00,06:45,,,,,
11-12-2018,,Bhadrakali,GillNet,,Indian Makerel,Pelagic,Malvan,,1,1,1.5,10,02:00,07:00,,,,,
11-12-2018,,Jal Prabha 06,GillNet,,Indian Makerel,Benthic,Tarkarli,,1,1,1,5,04:00,07:00,,,,,
12-12-2018,,Devki,GillNet,,Indian Makerel,Benthic,Malvan,,1,1,1.5,16,03:00,08:45,,,,,
13-12-2018,,Om Sai,Trawler,,Prawns,Benthic,Juva Pankhol,,,1,3,10,06:00,05:00,,,,,
13-12-2018,,Om Sai,Trawler,,Prawns,Benthic,Juva Pankhol,,,1,3,10,06:00,05:00,,,,,
13-12-2018,,Om Sai,Trawler,,Prawns,Benthic,Juva Pankhol,,,1,3,10,06:00,05:00,,,,,
13-12-2018,,Om Sai,Trawler,,Prawns,Benthic,Juva Pankhol,,,1,3,10,06:00,05:00,,,,,
13-12-2018,,Om Sai,Trawler,,Prawns,Benthic,Juva Pankhol,,,1,3,10,06:00,05:00,,,,,
14-12-2018,,Sateri,GillNet,,Indian Makerel,Pelagic,Kavada Rock,,1,1,1.5,9,03:00,07:30,,,,,
14-12-2018,,Herambh,GillNet,,Mixed Catch,Pelagic,Kavada Rock,,1,1,1,9,04:00,07:30,,,,,
15-12-2018,,Bhagwati Prasanna,GillNet,,Dhoma,Benthic,Devbag,,1,1,3,12.5,16:00,21:30,,,,,
17-12-2018,,Bhadrakali,GillNet,,Mixed Catch,Pelagic,Malvan,,1,1,2,8,02:00,05:00,,,,,
17-12-2018,,Mesth Rampan Sangh,Rampan,,Lesser Sardine,,Malvan,,1,1,12,5,18:00,06:30,,,,,
17-12-2018,,Vetoba Prasanna,GillNet,,Indian Makerel,Pelagic,Devbag,,1,1,2,3,03:00,06:00,,,,,
20-12-2018,,Bhairavi Prasad,GillNet,,Indian Makerel,Benthic,Devbag,,1,1,1,5,04:00,08:00,,,,,
24-12-2018,,Lakshmi,GillNet,,Indian Makerel,Benthic,Juva Pankhol,,1,1,1,16,01:00,06:00,,,,,
24-12-2018,,Sukhkarta,GillNet,,Saundala,Benthic,Malvan,,1,1,1,17,01:30,06:30,,,,,
24-12-2018,,Sukhkarta,GillNet,,Saundala,Benthic,Malvan,,1,1,1,17,01:30,06:30,,,,,
24-12-2018,,Sukhkarta,GillNet,,Saundala,Benthic,Malvan,,1,1,1,17,01:30,06:30,,,,,
24-12-2018,,,GillNet,,,,,,1,1,,NA,,,,,,,
24-12-2018,,Shiv Rajani,GillNet,,Saundala,Benthic,Malvan,,1,1,2.5,14,13:00,19:00,,,,,
24-12-2018,,Girija-2,GillNet,,Saundala,Benthic,Malvan,,1,1,1,18,02:00,06:30,,,,,
24-12-2018,,Girija-2,GillNet,,Saundala,Benthic,Malvan,,1,1,1,18,02:00,06:30,,,,,
24-12-2018,,Girija-2,GillNet,,Saundala,Benthic,Malvan,,1,1,1,18,02:00,06:30,,,,,
24-12-2018,,Aai Dirbai,GillNet,,Indian Makerel,Pelagic,Tarkarli,,1,1,1,3,02:00,07:30,,,,,
24-12-2018,,,GillNet,,,,,,1,1,,NA,,,,,,,
24-12-2018,,,GillNet,,,,,,1,1,,NA,,,,,,,
24-12-2018,,Mauli,GillNet,,Lesser Sardine,Benthic,Malvan,,1,1,3,16,02:00,07:00,,,,,
24-12-2018,,Vetoba Prasanna,GillNet,,Indian Makerel,Benthic,Achara,,1,1,1,17,02:00,06:00,,,,,
24-12-2018,,Ganesh Krupa,GillNet,,Saundala,Benthic,Talashil,,1,1,1,15,01:00,07:00,,,,,
25-12-2018,,Mesth Rampan Sangh,GillNet,,Mixed Catch,,Malvan,,1,1,3,5,18:00,05:30,,,,,
25-12-2018,,Dirbadevi Krupa,GillNet,,Mixed Catch,Benthic,Achara,,1,1,1,16,01:00,06:00,,,,,
25-12-2018,,Sateri,GillNet,,Mixed Catch,Benthic,Malvan,,1,1,1,15,13:00,18:00,,,,,
25-12-2018,,Ganesh Krupa,GillNet,,Indian Makerel,Benthic,Malvan,,1,1,1,14,13:30,19:00,,,,,
25-12-2018,,Vetoba Prasanna,GillNet,,Indian Makerel,Benthic,Malvan,,1,1,1,15,14:00,19:30,,,,,
25-12-2018,,Mauli,GillNet,,Indian Makerel,Benthic,Malvan,,1,1,1,16,13:00,18:00,,,,,
25-12-2018,,Mauli,GillNet,,Indian Makerel,Benthic,Malvan,,1,1,1,16,13:00,18:00,,,,,
30-12-2018,,Pandurang Prasad,GillNet,,Indian Makerel,Benthic,Malvan,,1,1,1,17,14:00,18:30,,,,,
31-12-2018,,Mesth Rampan Sangh,Rampan,,Squid,,Malvan,,1,1,3.5,4,02:30,06:40,,,,,
31-12-2018,,Mesth Rampan Sangh,Rampan,,Squid,,Malvan,,1,1,3.5,4,02:30,06:40,,,,,
31-12-2018,,Dirba,GillNet,,Surmai,Benthic,Malvan,,1,1,1,10,04:30,08:00,,,,,
01-01-2019,,Laxmi Rawalnath,GillNet,,Mixed Catch,Benthic,Malvan,,1,1,0.5,13,01:00,07:00,,,,,
01-01-2019,,Laxmi Rawalnath,GillNet,,Mixed Catch,Benthic,Malvan,,1,1,0.5,13,01:00,07:00,,,,,
01-01-2019,,Lakshmi,GillNet,,Mixed Catch,Benthic,Malvan,,1,1,3,15,11:00,07:00,,,,,
01-01-2019,,Lakshmi,GillNet,,Mixed Catch,Benthic,Malvan,,1,1,3,15,11:00,07:00,,,,,
01-01-2019,,Lakshmi,GillNet,,Mixed Catch,Benthic,Malvan,,1,1,3,15,11:00,07:00,,,,,
02-01-2019,,Mesth Rampan Sangh,GillNet,,Mixed Catch,,Malvan,,1,1,2,4.5,04:00,06:00,,,,,
02-01-2019,,Mesth Rampan Sangh,GillNet,,Mixed Catch,,Malvan,,1,1,2,4.5,04:00,06:00,,,,,
02-01-2019,,Mesth Rampan Sangh,GillNet,,Mixed Catch,,Malvan,,1,1,2,4.5,04:00,06:00,,,,,
02-01-2019,,Narayani Prasad,GillNet,,Mixed Catch,Benthic,Malvan,,1,1,2,15.5,01:30,07:30,,,,,
04-01-2019,,Laxmi Rawalnath,GillNet,,Mixed Catch,Benthopelagic,Malvan,,1,1,1,11,13:00,20:00,,,,,
05-01-2019,,Kalambia,GillNet,,Mixed Catch,Pelagic,Malvan,,1,1,2,7,04:00,08:00,,,,,
05-01-2019,,Kalambia,GillNet,,Mixed Catch,Pelagic,Malvan,,1,1,2,7,04:00,08:00,,,,,
05-01-2019,,,GillNet,,,,Malvan,,1,1,,NA,,,,,,,
05-01-2019,,Yashodha,GillNet,,Lesser Sardine,Pelagic,Malvan,,1,1,1,7,03:30,06:30,,,,,
05-01-2019,,Narayani Prasad,GillNet,,Mixed Catch,Benthic,Malvan,,1,1,0.5,14,14:00,20:00,,,,,
05-01-2019,,Lalita,GillNet,,Lesser Sardine,Benthic,Malvan,,1,1,1,9,11:00,18:00,,,,,
05-01-2019,,,GillNet,,,,Malvan,,1,1,,NA,,,,,,,
06-01-2019,,Mesth Rampan Sangh,GillNet,,Squid,,Malvan,,1,1,4,4,02:00,06:00,,,,,
06-01-2019,,Shree Adishakti,GillNet,,Mixed Catch,Pelagic,Malvan,,1,1,1,7,04:00,08:00,,,,,
06-01-2019,,Pavnai Devi,GillNet,,Lesser Sardine,Pelagic,Malvan,,1,1,0.5,10,03:00,05:30,,,,,
06-01-2019,,Pavnai Devi,GillNet,,Lesser Sardine,Pelagic,Malvan,,1,1,0.5,10,03:00,05:30,,,,,
06-01-2019,,,GillNet,,,,Malvan,,1,1,,NA,,,,,,,
07-01-2019,,Kohinoor,Trawler,,Prawns,Benthic,Malvan,,2,4,3,30,06:00:00,17:30:00,,,Yes,7,Curtus & hooked nose
09-01-2019,,Moreshwar Krupa,GillNet,,Mixed Catch,Benthic,Malvan,,1,1,1,15,01:00,06:15,,,,,
09-01-2019,,Vetoba Prasanna,GillNet,,Mixed Catch,Benthic,Malvan,,1,1,1,15,02:00,06:00,,,,,
09-01-2019,,Heramb,GillNet,,Mixed Catch,Benthic,Malvan,,1,1,1,15,01:00,06:00,,,,,
09-01-2019,,Disba Siddhi,GillNet,,Mixed Catch,Benthic,Malvan,,1,1,1,16,01:00,06:30,,,,,
09-01-2019,,Disba Siddhi,GillNet,,Mixed Catch,Benthic,Malvan,,1,1,1,16,01:00,06:30,,,,,
09-01-2019,,Laxmi Rawalnath,GillNet,,Mixed Catch,Benthic,Malvan,,1,1,1,16,01:00,06:30,,,,,
09-01-2019,,Lalita,GillNet,,Mixed Catch,Benthic,Malvan,,1,1,1,15,01:00,06:00,,,,,
13-01-2019,,Mauli,GillNet,,"Pedve, Saundata",Pelagic,Malvan,,1,1,1,9,04:30,07:56,,,,,
15-01-2019,,Aakash,Trawler,,Prawns,Benthic,Devgad,,2,3,3,18,06:00:00,17:30:00,,,Yes,8,Curtus
15-01-2019,,Vishnu Datta,Trawler,,Prawns,Benthic,Juva Pankhol,,2,3,3,15,06:00:00,17:30:00,,,Yes,9,Curtus
17-01-2019,,Durva Shakti,GillNet,,Saundala/ Black Spotted Scad,Benthic,Malvan,,1,1,1,12,02:00,06:30,,,,,
17-01-2019,,Lakshmi,GillNet,,Dhoma,Benthic,Malvan,,1,1,1,15,1100,05:30,,,,,
17-01-2019,,Lakshmi,GillNet,,Dhoma,Benthic,Malvan,,1,1,1,15,1100,05:30,,,,,
18-01-2019,,Aakash,Trawler,,Prawns,Benthic,Juva Pankhol,,2,3,3,10,06:00:00,17:30:00,,,Yes,5,Curtus
18-01-2019,,Vishnu Datta,Trawler,,Prawns,Benthic,Malvan - North,,2,3,3,15,06:00:00,17:30:00,,,Yes,8,Curtus & hooked nose
20-01-2019,,Hari Mauli,Trawler,,Prawns,Benthic,Achara,,2,2,4,15,06:00:00,17:30:00,,,Yes,5,Curtus
25-01-2019,,Bhadrakali,GillNet,,Lesser Sardine/Black Spotted Scad,Pelagic,Malvan,,1,NA,1,10,04:00:00,07:20:00,,,,,
25-01-2019,,Jal Prabha 06,GillNet,,Lesser Sardine,Pelagic,Tarkarli,,1,NA,1,8,05:00:00,07:15:00,,,,,
25-01-2019,,Mauli Krupa,GillNet,,Lesser Sardine,Pelagic,Moryacha dhonda,,1,NA,1,8,02:30:00,06:30:00,,,,,
30-01-2019,,Gurumauli,GillNet,,Lesser Sardine,Pelagic,Malvan,,1,1,3,10,01:00:00,08:00:00,,,,,
31-01-2019,,Taramati,GillNet,,Indian Makerel,Benthic,Devbag,,1,1,1,20,18:30:00,20:30:00,,,,,
31-01-2019,,Morjai,GillNet,,Dhomi/Saundhala,Benthic,Nivati lighthouse,,1,1,1,18,12:03:00,18:03:00,,,,,
31-01-2019,,Indrayani,GillNet,,,Pelagic,Malvan,,1,1,2,10,04:00:00,07:42:00,,,,,
01-02-2019,,Jayashree,GillNet,,Lesser Sardine,Pelagic,Malvan,,1,1,1,10,00:00:00,05:00:00,,,,,
03-02-2019,,Kalaki,GillNet,,Indian Makerel,Pelagic,Talashil,,1,1,1,7,02:00:00,08:00:00,,,,,
03-02-2019,,Kalaki,GillNet,,Indian Makerel,Pelagic,Talashil,,1,1,1,7,02:00:00,08:00:00,,,,,
03-02-2019,,Kalaki,GillNet,,Indian Makerel,Pelagic,Talashil,,1,1,1,7,02:00:00,08:00:00,,,,,
03-02-2019,,Kalaki,GillNet,,Indian Makerel,Pelagic,Talashil,,1,1,1,7,02:00:00,08:00:00,,,,,
06-02-2019,,Lakshmi,GillNet,,Indian Makerel,Benthic,Talashil,,1,1,1,8,17:30:00,21:30:00,,,,,
06-02-2019,,Lakshmi,GillNet,,Indian Makerel,Benthic,Talashil,,1,1,1,8,17:30:00,21:30:00,,,,,
06-02-2019,,Purushottam prasad,GillNet,,,Benthic,Malvan,,1,1,1,5,05:00:00,08:16:00,,,,,
07-02-2019,,Yashodha,GillNet,,Saundala,Pelagic,Moryacha dhonda,,1,1,1,5,05:11:00,08:11:00,,,,,
10-02-2019,,Mesth Rampan Sangh,Rampan,,Mixed Catch,,Malvan,,1,1,6,4,!8:30,06:00,,,,,
10-02-2019,,Mesth Rampan Sangh,Rampan,,Mixed Catch,,Malvan,,1,1,6,4,!8:30,06:00,,,,,
13-02-2019,,Jai Malhar,GillNet,,Mixed Catch,Pelagic,Malvan,,1,1,1,8,03:00,08:30,,,,,
15-02-2019,,Kubal,Rampan,,Indian Makerel,,Malvan,,1,1,8,5,19:30,06:00,,,,,
15-02-2019,,Kubal,Rampan,,Indian Makerel,,Malvan,,1,1,8,5,19:30,06:00,,,,,
15-02-2019,,Laxmi Rawalnath,GillNet,,Indian Makerel,Pelagic,Malvan,,1,1,0.45,10,04:00,08:00,,,,,
17-02-2019,,Mesth Rampan Sangh,Rampan,,,,Malvan,,1,1,,NA,,,,,,,
18-02-2019,,Laxmi Rawalnath,GillNet,,Indian Makerel,Pelagic,Tarkarli,,1,1,1.5,10,04:00,09:00,,,,,
18-02-2019,,Somnia,Trawler,,Prawns,Benthic,Achara,,2,3,4,22,06:00:00,17:30:00,,,Yes,2,
18-02-2019,,Laxmi Rawalnath 2,GillNet,,Lesser Sardine,Pelagic,Tarkarli,,1,1,1.5,8,04:00:00,08:00:00,,,Yes,1,
19-02-2019,,Jai Malhar,GillNet,,Indian Makerel,Pelagic,Tondavali,,1,1,0.45,10,03:00,08:00,,,,,
19-02-2019,,Somnia,Trawler,,Prawns,Benthic,Malvan,,,1,4,22,06:00,05:30,,,,,
19-02-2019,,Somnia,Trawler,,Prawns,Benthic,Malvan,,,1,4,22,06:00,05:30,,,,,
19-02-2019,,Vinzai Prasanna,Trawler,,Prawns,Benthic,Juva Pankhol,,,1,3,22,06:00,16:00,,,,,
19-02-2019,,Vinzai Prasanna,Trawler,,Prawns,Benthic,Juva Pankhol,,,1,3,22,06:00,16:00,,,,,
20-02-2019,,,GillNet,,,,,,1,1,,NA,,,,,,,
24-02-2019,,Devdarshan,GillNet,,Harsa,Pelagic,Malvan,,1,1,1,10,12:00,17:30,,,,,
25-02-2019,,Laxmi Rawalnath,GillNet,,,Pelagic,Malvan,,1,1,1,10,02:00,08:30,,,,,
26-02-2019,,Laxmi Rawalnath,GillNet,,Indian Makerel,Pelagic,Tarkarli,,1,1,1,4,03:00,07:30,,,,,
27-02-2019,,Vaishya Rani,GillNet,,Indian Makerel,Pelagic,Tarkarli,,1,1,1,3,03:00,07:00,,,,,
27-02-2019,,Vaishya Rani,GillNet,,Indian Makerel,Pelagic,Tarkarli,,1,1,1,3,03:00,07:00,,,,,
27-02-2019,,Shanta Durga,GillNet,,Indian Makerel,Benthopelagic,Tarkarli,,1,1,2.5,10,02:00,07:00,,,,,
28-02-2019,,Laxmi Rawalnath,GillNet,,Indian Makerel,Pelagic,Malvan,,1,1,2.5,10,02:30,07:00,,,,,
28-02-2019,,Dhanalaxmi,Trawler,,Prawns,Benthic,Juva Pankhol,,,1,3,25,06:00,17:00,,,,,
28-02-2019,,Dhanalaxmi,Trawler,,Prawns,Benthic,Juva Pankhol,,,1,3,25,06:00,17:00,,,,,
01-03-2019,,Mesth Rampan Sangh,Rampan,,Indian Makerel,,Malvan,,1,1,3,7,02:00,06:00,,,,,
01-03-2019,,Narayan Todankar,Rampan,,Indian Makerel,,Malvan,,1,1,4,8,02:30,06:00,,,,,
02-03-2019,,Narayani Prasad,GillNet,,Indian Makerel,Pelagic,Malvan - North,,1,1,0.5,18,04:00,12:00,,,,,
02-03-2019,,Kalaki,GillNet,,Indian Makerel,Benthic,Malvan,,1,1,1,8,03:00,13:00,,,,,
06-03-2019,,Revta,GillNet,,Indian Makerel,Pelagic,Malvan,,1,1,1,4,04:00,06:30,,,,,
10-03-2019,,Devta,GillNet,,Lesser Sardine,Pelagic,Malvan,,1,1,0.5,6,04:30,07:00,,,,,
10-03-2019,,Laxmi Rawalnath,GillNet,,Lesser Sardine,Pelagic,Malvan,,1,1,1,7,03:00,07:30,,,,,
10-03-2019,,Somnia,Trawler,,Prawns,Benthic,Nivati lighthouse,,,1,3,22,06:00,05:30,,,,,
10-03-2019,,Somnia,Trawler,,Prawns,Benthic,Nivati lighthouse,,,1,3,22,06:00,05:30,,,,,
12-03-2019,,Prathamesh,Trawler,,Prawns,Benthic,Achara,,3,3,4,18,06:00:00,17:30:00,,,Yes,8,Curtus & hooked nose
12-03-2019,,Sai Siddhesh,Trawler,,Prawns,Benthic,Malvan,,2,4,3,19,06:00:00,17:30:00,,,Yes,4,Curtus
12-03-2019,,Sateri,Trawler,,Prawns,Benthic,Malvan,,3,3,3,15,06:00:00,17:30:00,,,Yes,3,Hooked nose
13-03-2019,,Vaishya Rani,GillNet,,Lesser Sardine,Pelagic,Malvan,,1,1,0.5,10,04:00,07:00,,,,,
13-03-2019,,Vaishnavi,GillNet,,Lesser Sardine,Pelagic,Malvan,,1,1,0.5,10,04:00:00,07:00:00,,,Yes,1,
15-03-2019,,Shree-Morjai Prasanna,GillNet,,Lesser Sardine,Pelagic,Malvan,,1,1,,5,04:30,07:00,,,,,
15-03-2019,,Laxmi Rawalnath,GillNet,,Lesser Sardine,Pelagic,Malvan,,1,1,0.5,6,04:30,07:15,,,,,
15-03-2019,,Omkar,Trawler,,Prawns,Benthic,Devbag,,2,3,3,19,06:00:00,17:30:00,,,Yes,5,Curtus & hooked nose
17-03-2019,,Mahalsxmi Sagar,Trawler,,Prawns,Benthic,Devbag,,2,4,4,22,06:00:00,17:30:00,,,Yes,3,Hooked nose
20-03-2019,,Maha Ganpati,Trawler,,Prawns,Benthic,Malvan,,2,3,3,20,06:00:00,17:30:00,,,Yes,3,Hooked nose
22-03-2019,,Vetoba,Trawler,,Prawns,Benthic,Malvan,,2,3,4,18,06:00:00,17:30:00,,,Yes,2,Hooked nose
22-03-2019,,Omkar 2,Trawler,,Prawns,Benthic,Devgad,,2,3,3,12,06:00:00,17:30:00,,,Yes,4,Curtus & hooked nose
24-03-2019,,Dhanalaxmi,Trawler,,Prawns,Benthic,Juva Pankhol,,2,3,3,20,06:00:00,17:30:00,,,Yes,6,Curtus & hooked nose
24-03-2019,,Vetoba,Trawler,,Prawns,Benthic,Juva Pankhol,,2,3,4,15,06:00:00,17:30:00,,,No,,
26-03-2019,,Chintamani,Trawler,,Prawns,Benthic,Malvan,,2,3,3,13,06:00:00,17:30:00,,,Yes,4,Hooked nose
26-03-2019,,Gandharva,Trawler,,Prawns,Benthic,Malvan,,3,3,4,16,06:00:00,17:30:00,,,Yes,2,Hooked nose
03-04-2019,,Bhadrakali,GillNet,,Indian Makerel,Benthic,Malvan,,1,1,1,17,04:30,08:30,,,,,
03-04-2019,,Laxmi Rawalnath,GillNet,,Crabs,Benthic,Tarkarli,,1,1,0.25,4,11:00,04:30,,,,,
23-04-2019,,Shree Gajanan,Trawler,,Pomfret,Pelagic,Juva Pankhol,,2,3,3,16,06:00:00,17:30:00,,,Yes,3,Hooked nose
23-04-2019,,Matoshree,Trawler,,Pomfret,Pelagic,Malvan,,3,3,2.5,18,06:00:00,17:30:00,,,Yes,4,Curtus & hooked nose
25-04-2019,,Bhadrakali,GillNet,,Indian Makerel,Pelagic,Malvan,,1,1,0.5,4,03:00:00,06:30:00,,,,,
26-04-2019,,Somnia,Trawler,,Prawns,Benthic,Kavada Rock,,,1,3,19,06:00:00,17:30:00,,,,,
26-04-2019,,Jal Prabha 06,GillNet,,Indian Makerel,Benthic,Tarkarli,,1,1,0.5,2,04:00:00,07:15:00,,,,,
26-04-2019,,Sukhkarta,GillNet,,Indian Makerel,Pelagic,Tarkarli,,1,1,2,4,04:00:00,07:40:00,,,,,
26-04-2019,,Sukhkarta,GillNet,,Indian Makerel,Pelagic,Tarkarli,,1,1,2,4,04:00:00,07:40:00,,,,,
27-04-2019,,Prathamesh,GillNet,,Lesser Sardine,Pelagic,Malvan,,1,1,1,5,04:00:00,07:30:00,,,,,
27-04-2019,,Suyog,GillNet,,Indian Makerel,Pelagic,Devbag,,1,1,1,5,02:00:00,07:00:00,,,,,
28-04-2019,,Sateri,GillNet,,Lesser Sardine,Pelagic,Malvan,,1,1,0.25,10,03:00:00,07:30:00,,,,,
28-04-2019,,Swamini,GillNet,,Lesser Sardine,Pelagic,Achara,,1,1,1,8,03:00:00,07:30:00,,,,,
28-04-2019,,Raj laxmi,GillNet,,Indian Makerel,Pelagic,Devbag,,1,1,2,3,03:00:00,07:30:00,,,,,
28-04-2019,,Shravani,GillNet,,Indian Makerel,Pelagic,Malvan,,1,1,0.25,5,04:30:00,08:00:00,,,,,
30-04-2019,,Omkar,Trawler,,Prawns,Benthic,Vengurla,,2,4,3,13,06:00:00,17:30:00,,,Yes,7,Curtus & hooked nose
30-04-2019,,Somnia,Trawler,,Prawns,Benthic,Achara,,2,3,3,15,06:00:00,17:30:00,,,No,,Less catch
01-05-2019,,Prathamesh,Trawler,,Prawns,Benthic,Kochare,,2,3,2,15,06:00:00,17:30:00,,,Yes,6,Curtus
01-05-2019,,Sagar Laxmi,Trawler,,Prawns,Benthic,Achara,,2,3,3,16,06:00:00,17:30:00,,,Yes,3,Curtus
03-05-2019,,Kelbai,Trawler,,Pomfret,Pelagic,Juva Pankhol,,4,4,3,16,06:00:00,17:30:00,,,Yes,2,Hooked nose
03-05-2019,,Sateri,Trawler,,Prawns,Benthic,Devgad,,2,3,3,10,06:00:00,17:30:00,,,No,,
05-05-2019,,Mahalaxmi,Trawler,,Prawns,Benthic,Devgad,,2,4,4,22,06:00:00,17:30:00,,,Yes,3,Curtus
05-05-2019,,Vishnudatta,Trawler,,Prawns,Benthic,Devgad,,3,3,3,20,06:00:00,17:30:00,,,Yes,4,Curtus & hooked nose
07-05-2019,,Dhanalaxmi,Trawler,,Prawns,Benthic,Juva Pankhol,,2,3,3,30,06:00:00,17:30:00,,,Yes,8,Curtus & hooked nose
09-05-2019,,Audumbar,Trawler,,Prawns,Benthic,Juva Pankhol,,3,4,3,14,06:00:00,17:30:00,,,Yes,3,Hooked nose
09-05-2019,,Chintamani,Trawler,,Prawns,Benthic,Malvan,,2,3,3,15,06:00:00,17:30:00,,,Yes,2,Hooked nose
01.04.18,,Gajannan Maharaj,Trawler,Yes,Chalu,Bottom Trawl,Malvan,,1,NA,,13,,,,30,No,,"2 hauls only, 3 hours each. Less catch"
01.04.18,,Shreepad Vallabh,Trawler,Yes,Chalu,Bottom Trawl,Vengurla,,2,NA,,15.5,,,,,,,
02.04.18,,Gajannan Maharaj,Trawler,No,,,,,0,NA,,NA,,,,,,,No fishing - boat maintenance
02.05.18,,Gajannan Maharaj,Trawler,Yes,Chalu,Bottom Trawl,Achara,,2,NA,,17.5,,,,174.5,No,,"No LVB. 3 hauls per day, 4 hours each"
02.05.18,,Shreepad Vallabh,Trawler,Yes,Chalu,Bottom Trawl,Malvan,,2,NA,,8.5,,,,,Yes,1,"1 large dead snake caught, discarded"
03.03.18,,Dhanalaxmi,Trawler,No,,,,,,NA,,NA,,,,,,,
03.04.18,,Dhanalaxmi,Trawler,Yes,Chalu,Bottom Trawl,Malvan,,1,NA,,10,,,,,Yes,12,"All dead, night fishing"
04.01.18,,Shreepad Vallabh,Trawler,Yes,Shrimp,Bottom Trawl,,,,NA,,NA,,,,,Yes,9,
04.01.18,,Gajannan Maharaj,Trawler,Yes,Shrimp,Bottom Trawl,,,,NA,,NA,,,,,Yes,5,
05.01.18,,Shreepad Vallabh,Trawler,Yes,Shrimp,Bottom Trawl,,,,NA,,NA,,,,,Yes,,Snakes discarded
05.03.18,,Dhanalaxmi,Trawler,Yes,Shrimp,Bottom Trawl,Tondavali,,2,NA,,NA,,,,,Yes,,squid+
05.04.18,,Gajannan Maharaj,Trawler,Yes,Chalu,Bottom Trawl,Malvan,,1,NA,,10,,,,98,Yes,2,"2 hauls, 3 hours. Live snakes caught and released"
05.04.18,,Shreepad Vallabh,Trawler,Yes,Chalu,Bottom Trawl,Achara,,2,NA,,10.5,,,,,No,,
06.01.18,,Gajannan Maharaj,Trawler,Yes,Shrimp,Bottom Trawl,,,2,NA,,NA,,,,,-,,Back from a 2-day fishing trip
06.01.18,,Shreepad Vallabh,Trawler,Yes,Shrimp,Bottom Trawl,,,,NA,,NA,,,,,Yes,,Snakes discarded
06.02.18,,Gajannan Maharaj,Trawler,Yes,Shrimp,Bottom Trawl,,,3,NA,,NA,,,,,No,,
06.03.18,,Shreepad Vallabh,Trawler,Yes,Chalu,Bottom Trawl,Malvan,,2,NA,,15.5,,,,,Yes,6,"white, squid+"
06.04.18,,Shreepad Vallabh,Trawler,No,,,,,,NA,,NA,,,,,,,Bad report/less fish catch
06.04.18,,Dhanalaxmi,Trawler,No,,,,,,NA,,NA,,,,,,,Just back from Devgad after police check
07.02.18,,Shreepad Vallabh,Trawler,Yes,,,,,,NA,,NA,,,,,Yes,2,
07.02.18,,Dhanalaxmi,Trawler,Yes,,,,,,NA,,NA,,,,,Yes,2,
07.03.18,,Dhanalaxmi,Trawler,Yes,Chalu,Bottom Trawl,Tondavali,,2,NA,,8,,,,,Yes,8,"Lape,fish+"
