Date,No..of.Boats.landed,Boat.name,Gear.Type,Fishing,Target,Net.Type,Fishing.Location,Fishing.Substrate,No..of.Days.fishing,No..of.Hauls,Average.Haul.Time..Hours.,Depth..wav.,Fishing.Trip.Start,Fishing.Trip.End,Catch.Composition,Net.Catch..kg.,Snakes.caught,Number,Remarks
23-03-2018,,Kalika,GillNet,,Lesser Sardine,,Malvan,,1,1,,8,05:30,08:00,,,,,
25-03-2018,,Laxmi 12,GillNet,,Indian Oil Sardine,,,,1,1,3,5,03:30,06:00,,,,,
25-03-2018,,Laxmi 12,GillNet,,Indian Oil Sardine,,,,1,1,3,5,03:30,06:00,,,,,
25-03-2018,,Mesth Rampan Sangh,Rampan,,,,,,1,1,3,2,03:00,05:45,,,,,
25-03-2018,,Mesth Rampan Sangh,Rampan,,,,,,1,1,3,2,03:00,05:45,,,,,
25-03-2018,,Laxmi Rawalnath,GillNet,,Indian Oil Sardine,,,,1,1,0.083333333,5,04:00,08:00,,,,,
25-03-2018,,Samarth Ramdas,GillNet,,Indian Makerel,Benthic,,,1,1,0.5,5,05:00,08:30,,,,,
25-03-2018,,Samarth Ramdas,GillNet,,Indian Makerel,Benthic,,,1,1,0.5,5,05:00,08:30,,,,,
25-03-2018,,Samarth Ramdas,GillNet,,Indian Makerel,Benthic,,,1,1,0.5,5,05:00,08:30,,,,,
27-03-2018,,,GillNet,,,,,,1,1,,NA,,,,,,,
27-03-2018,,,Rampan,,,,,,1,1,,NA,,,,,,,
28-03-2018,,Jal ganga,GillNet,,Indian Oil Sardine,,Malvan,,1,1,1,8,02:30,07:00,,,,,
29-03-2018,,Gajanth Laxmi,Trawler,,Prawns,Benthic,Malvan,,,2,2.5,20,06:00,15:00,,,,,
29-03-2018,,Gajanth Laxmi,Trawler,,Prawns,Benthic,Malvan,,,2,2.5,20,06:00,15:00,,,,,
29-03-2018,,Gajanth Laxmi,Trawler,,Prawns,Benthic,Malvan,,,2,2.5,20,06:00,15:00,,,,,
29-03-2018,,Gajanth Laxmi,Trawler,,Prawns,Benthic,Malvan,,,2,2.5,20,06:00,15:00,,,,,
29-03-2018,,Gajanth Laxmi,Trawler,,Prawns,Benthic,Malvan,,,2,2.5,20,06:00,15:00,,,,,
29-03-2018,,Gajanth Laxmi,Trawler,,Prawns,Benthic,Malvan,,,2,2.5,20,06:00,15:00,,,,,
29-03-2018,,Gajanth Laxmi,Trawler,,Prawns,Benthic,Malvan,,,2,2.5,20,06:00,15:00,,,,,
29-03-2018,,Gajanth Laxmi,Trawler,,Prawns,Benthic,Malvan,,,2,2.5,20,06:00,15:00,,,,,
29-03-2018,,Gajanth Laxmi,Trawler,,Prawns,Benthic,Malvan,,,2,2.5,20,06:00,15:00,,,,,
29-03-2018,,Pavnai Devi,GillNet,,Indian Makerel,,Malvan,,1,1,1,4.5,04:00,08:00,,,,,
30-03-2018,,,GillNet,,Indian Oil Sardine,,,,1,1,1,8,01:00,07:00,,,,,
31-03-2018,,Gajanth Laxmi,Trawler,,Prawns,Benthic,Achara,,,2,3,10,06:00,13:00,,,,,
31-03-2018,,Gajanth Laxmi,Trawler,,Prawns,Benthic,Achara,,,2,3,10,06:00,13:00,,,,,
31-03-2018,,Gajanth Laxmi,Trawler,,Prawns,Benthic,Achara,,,2,3,10,06:00,13:00,,,,,
31-03-2018,,Gajanth Laxmi,Trawler,,Prawns,Benthic,Achara,,,2,3,10,06:00,13:00,,,,,
31-03-2018,,Gajanth Laxmi,Trawler,,Prawns,Benthic,Achara,,,2,3,10,06:00,13:00,,,,,
31-03-2018,,Gajanth Laxmi,Trawler,,Prawns,Benthic,Achara,,,2,3,10,06:00,13:00,,,,,
31-03-2018,,Gajanth Laxmi,Trawler,,Prawns,Benthic,Achara,,,2,3,10,06:00,13:00,,,,,
31-03-2018,,Gajanth Laxmi,Trawler,,Prawns,Benthic,Achara,,,2,3,10,06:00,13:00,,,,,
31-03-2018,,Gajanth Laxmi,Trawler,,Prawns,Benthic,Achara,,,2,3,10,06:00,13:00,,,,,
31-03-2018,,,GillNet,,Indian Makerel,Benthic,Malvan,,1,1,1,3,04:00,08:00,,,,,
02-04-2018,,Jal Prabha 06,GillNet,,,Benthic,Malvan,,1,1,1,7.5,04:00,07:00,,,,,
02-04-2018,,Vaibhav Laxmi,GillNet,,,Benthic,Achara,,1,1,1,12,16:00,23:00,,,,,
03-04-2018,,Gajanth Laxmi,Trawler,,Prawns,Benthic,Malvan,,,3,3,10,17:00,07:00,,,,,
03-04-2018,,Gajanth Laxmi,Trawler,,Prawns,Benthic,Malvan,,,3,3,10,17:00,07:00,,,,,
03-04-2018,,Gajanth Laxmi,Trawler,,Prawns,Benthic,Malvan,,,3,3,10,17:00,07:00,,,,,
03-04-2018,,Gajanth Laxmi,Trawler,,Prawns,Benthic,Malvan,,,3,3,10,17:00,07:00,,,,,
03-04-2018,,Gajanth Laxmi,Trawler,,Prawns,Benthic,Malvan,,,3,3,10,17:00,07:00,,,,,
03-04-2018,,Gajanth Laxmi,Trawler,,Prawns,Benthic,Malvan,,,3,3,10,17:00,07:00,,,,,
03-04-2018,,Gajanth Laxmi,Trawler,,Prawns,Benthic,Malvan,,,3,3,10,17:00,07:00,,,,,
03-04-2018,,Gajanth Laxmi,Trawler,,Prawns,Benthic,Malvan,,,3,3,10,17:00,07:00,,,,,
03-04-2018,,Gajanth Laxmi,Trawler,,Prawns,Benthic,Malvan,,,3,3,10,17:00,07:00,,,,,
03-04-2018,,Gajanth Laxmi,Trawler,,Prawns,Benthic,Malvan,,,3,3,10,17:00,07:00,,,,,
03-04-2018,,Gajanth Laxmi,Trawler,,Prawns,Benthic,Malvan,,,3,3,10,17:00,07:00,,,,,
03-04-2018,,Gajanth Laxmi,Trawler,,Prawns,Benthic,Malvan,,,3,3,10,17:00,07:00,,,,,
03-04-2018,,Gajanth Laxmi,Trawler,,Prawns,Benthic,Malvan,,,3,3,10,17:00,07:00,,,,,
04-04-2018,,Gajannan Maharaj,Trawler,No,,,,,,NA,,NA,,,,,,,Police check at devgad
04-04-2018,,Dhanalaxmi,Trawler,No,,,,,,NA,,NA,,,,,,,Police check at devgad
04-04-2018,,Shreepad Vallabh,Trawler,No,,,,,,NA,,NA,,,,,,,Police check at devgad
04-04-2018,,Pavnai,GillNet,,Indian Makerel,,Malvan,,1,1,0.25,5,04:00,05:30,,,,,
04-04-2018,,Mesth Rampan Sangh,Rampan,,,,Malvan,,1,1,3,2,03:00,06:00,,,,,
05-04-2018,,Dhanalaxmi,Trawler,No,,,,,,NA,,NA,,,,,,,Police check at Devgad
05-04-2018,,Gajannan Maharaj,Trawler,No,,,,,,NA,,NA,,,,,,,Bad report/less fish catch
05-04-2018,,Mesth Rampan Sangh,Rampan,,,,Malvan,,1,1,4.5,3,02:00,06:30,,,,,
07-04-2018,,Taraka,GillNet,,Indian Oil Sardine,,Talashil,,1,1,1,8,02:30,05:00,,,,,
07-04-2018,,Durgaprasad,GillNet,,Indian Oil Sardine,,Talashil,,1,1,0.75,5,03:00,07:00,,,,,
07-04-2018,,Durgaprasad,GillNet,,Indian Oil Sardine,,Talashil,,1,1,0.75,5,03:00,07:00,,,,,
07-04-2018,,Durgaprasad,GillNet,,Indian Oil Sardine,,Talashil,,1,1,0.75,5,03:00,07:00,,,,,
10-04-2018,,Mesth Rampan Sangh,GillNet,,Indian Makerel,,Devbag,,1,1,,2,03:00,06:00,,,,,
10-04-2018,,Mauli,GillNet,,Indian Makerel,,Devbag,,1,1,1,3,03:00,07:00,,,,,
11-04-2018,,Prathamesh,GillNet,,Indian Oil Sardine,,Devbag,,1,1,1,5,18:00,21:00,,,,,
12-04-2018,,Gajanth Laxmi,Trawler,,Prawns,Benthic,Achara,,,1,2.75,9,06:00,13:00,,,,,
12-04-2018,,Gajanth Laxmi,Trawler,,Prawns,Benthic,Achara,,,1,2.75,9,06:00,13:00,,,,,
12-04-2018,,Gajanth Laxmi,Trawler,,Prawns,Benthic,Achara,,,1,2.75,9,06:00,13:00,,,,,
12-04-2018,,Gajanth Laxmi,Trawler,,Prawns,Benthic,Achara,,,1,2.75,9,06:00,13:00,,,,,
12-04-2018,,Gajanth Laxmi,Trawler,,Prawns,Benthic,Achara,,,1,2.75,9,06:00,13:00,,,,,
12-04-2018,,Gajanth Laxmi,Trawler,,Prawns,Benthic,Achara,,,1,2.75,9,06:00,13:00,,,,,
12-04-2018,,Gajanth Laxmi,Trawler,,Prawns,Benthic,Achara,,,1,2.75,9,06:00,13:00,,,,,
12-04-2018,,Gajanth Laxmi,Trawler,,Prawns,Benthic,Achara,,,1,2.75,9,06:00,13:00,,,,,
12-04-2018,,Gajanth Laxmi,Trawler,,Prawns,Benthic,Achara,,,1,2.75,9,06:00,13:00,,,,,
12-04-2018,,Gajanth Laxmi,Trawler,,Prawns,Benthic,Achara,,,1,2.75,9,06:00,13:00,,,,,
12-04-2018,,Gajanth Laxmi,Trawler,,Prawns,Benthic,Achara,,,1,2.75,9,06:00,13:00,,,,,
20-04-2018,,Aai Dirbai,GillNet,,Silago,Benthic,Malvan,,1,1,1,3,04:30,07:00,,,,,
20-04-2018,,Aai Dirbai,GillNet,,Silago,Benthic,Malvan,,1,1,1,3,04:30,07:00,,,,,
28-04-2018,,Durbankar,GillNet,,Lesser Sardine,,Malvan,,1,1,0.25,10,01:00,06:00,,,,,
01-05-2018,,Narayani Prasad,GillNet,,Indian Oil Sardine/Lesser Sardine,,Devbag,,1,1,0.5,8,02:00,07:00,,,,,
01-05-2018,,Shree Samarth,GillNet,,Silago,,Malvan - South,,1,1,2,7,06:30,08:30,,,,,
01-05-2018,,Lakshmi Ravalnath 2,GillNet,,Indian Oil Sardine,,Talashil,,1,1,1,8.5,03:00,08:00,,,,,
02-05-2018,,Bhagwati Prasad,GillNet,,,,Achara,,1,1,2,6,01:00,06:00,,,,,
02-05-2018,,Lakshmi,GillNet,,Silago,,Sindhudurg Fort Island,,1,1,3,3,03:00,07:45,,,,,
02-05-2018,,Lakshmi,GillNet,,Silago,,Sindhudurg Fort Island,,1,1,3,3,03:00,07:45,,,,,
02-05-2018,,Lakshmi,GillNet,,Silago,,Sindhudurg Fort Island,,1,1,3,3,03:00,07:45,,,,,
02-05-2018,,Vighneshwar,GillNet,,Indian Makerel,,Malvan,,1,1,2,12,01:30,07:45,,,,,
02-05-2018,,Lakshmi,GillNet,,Silago,,Sindhudurg Fort Island,,1,1,3,3,03:00,07:45,,,,,
02-05-2018,,Lakshmi,GillNet,,Silago,,Sindhudurg Fort Island,,1,1,3,3,03:00,07:45,,,,,
02-05-2018,,Lakshmi,GillNet,,Silago,,Sindhudurg Fort Island,,1,1,3,3,03:00,07:45,,,,,
02-05-2018,,Lakshmi,GillNet,,Silago,,Sindhudurg Fort Island,,1,1,3,3,03:00,07:45,,,,,
02-05-2018,,Lakshmi,GillNet,,Silago,,Sindhudurg Fort Island,,1,1,3,3,03:00,07:45,,,,,
02-05-2018,,Lakshmi,GillNet,,Silago,,Sindhudurg Fort Island,,1,1,3,3,03:00,07:45,,,,,
02-05-2018,,Lakshmi,GillNet,,Silago,,Sindhudurg Fort Island,,1,1,3,3,03:00,07:45,,,,,
02-05-2018,,Lakshmi,GillNet,,Silago,,Sindhudurg Fort Island,,1,1,3,3,03:00,07:45,,,,,
02-05-2018,,Lakshmi,GillNet,,Silago,,Sindhudurg Fort Island,,1,1,3,3,03:00,07:45,,,,,
02-05-2018,,Lakshmi,GillNet,,Silago,,Sindhudurg Fort Island,,1,1,3,3,03:00,07:45,,,,,
04-05-2018,,Bhagwati Prasad,GillNet,,,,Achara,,1,1,2,5,00:00,07:15,,,,,
04-05-2018,,Ganesh,GillNet,,Lesser Sardine,,Kavada Rock,,1,1,1,8,02:30,06:30,,,,,
04-05-2018,,Ratnadurga,GillNet,,,,Talashil,,1,1,2,10,00:00,07:00,,,,,
05-05-2018,,Bhagwati Prasad,GillNet,,Lesser Sardine,,Achara,,1,1,1,6,01:00,05:00,,,,,
06-05-2018,,Wairy Rampan Sangh,Rampan,,,,Malvan,,1,1,4,5.5,02:00,06:00,,,,,
08-05-2018,,Indrayani,GillNet,,,,Sindhudurg Fort Island,,1,1,,2,04:00,06:00,,,,,
08-05-2018,,Wairy Rampan Sangh,Rampan,,,,Malvan,,1,1,4,4,02:00,07:00,,,,,
08-05-2018,,Wairy Rampan Sangh,Rampan,,,,Malvan,,1,1,4,4,02:00,07:00,,,,,
09-05-2018,,Indrayani,GillNet,,,,Malvan,,1,1,2,5.5,01:00,07:00,,,,,
09-05-2018,,Wairy Rampan Sangh,Rampan,,,,Wairy,,1,1,0.5,2.5,04:00,06:00,,,,,
09-05-2018,,Lakshmi,GillNet,,Lesser Sardine,,Achara,,1,1,0.5,8,01:00,06:00,,,,,
11-05-2018,,Lakshmi,GillNet,,Lesser Sardine,,Achara,,1,1,1,10,01:00,07:00,,,,,
11-05-2018,,Deepa Lakshmi,GillNet,,Carangids?,,Achara,,1,1,0.5,10,02:00,07:45,,,,,
13-05-2018,,Shree Samarth,GillNet,,Saundala,,Malvan - South,,1,1,2,7,04:00,07:30,,,,,
08-10-2018,,Santosh,GillNet,,,,,,1,1,,NA, ,,,,,,
18-10-2018,,Wairy Rampan Sangh,Rampan,,Indian Mackerel/Pedve,,Malvan,,1,1,4,2.5,03:00,07:00,,,,,
19-10-2018,,Laxmi Narayan,GillNet,,Indian Makerel,Pelagic,Malvan,,1,1,2,10,02:00,07:00,,,,,
20-10-2018,,Kunal ,GillNet,,Indian Makerel,Pelagic,Malvan,,1,1,0.5,10,03:00,07:00,,,,,
20-10-2018,,Kunal ,GillNet,,Indian Makerel,Pelagic,Malvan,,1,1,0.5,10,03:00,07:00,,,,,
20-10-2018,,Shekhar Jadhav ,GillNet,,Indian Makerel,Pelagic,Malvan,,1,1,0.5,6,04:00,07:00,,,,,
20-10-2018,,Harshala,GillNet,,Indian Makerel,Pelagic,Malvan,,1,1,0.75,9,02:30,07:30,,,,,
23-10-2018,,Laxmi Rawalnath,GillNet,,Indian Makerel,Pelagic,Malvan,,1,1,0.75,10,05:00,06:45,,,,,
26-10-2018,,Paavanadevi,GillNet,,Indian Makerel,Pelagic,Malvan,,1,1,1,10,01:00,06:30,,,,,
28-10-2018,,Durgadevi prasanna,GillNet,,Indian Makerel,Pelagic,Malvan,,1,1,2,2.5,04:00,06:30,,,,,
28-10-2018,,Devikanandan,GillNet,,Indian Makerel,Pelagic,Malvan,,1,1,3,10,02:00,06:00,,,,,
28-10-2018,,Taraka,GillNet,,Indian Makerel,Pelagic,Tarkarli,,1,1,0.5,8,04:00,07:00,,,,,
29-10-2018,,Deepa Lakshmi,GillNet,,Indian Makerel,Pelagic,Kavada Rock,,1,1,1,8.5,16:30,21:30,,,,,
29-10-2018,,Ganesh Krupa,GillNet,,Indian Makerel,Pelagic,Kavada Rock,,1,1,0.5,8,17:00,20:30,,,,,
30-10-2018,,Taraka,Rampan,,Indian Makerel,,Malvan,,1,1,2,4.5,04:00,06:30,,,,,
30-10-2018,,Sukhkarta,GillNet,,Indian Makerel,Pelagic,Malvan,,1,1,2,8.5,03:00,06:15,,,,,
31-10-2018,,Sri Adishakti,GillNet,,,,,,1,1,,NA,,,,,,,
31-10-2018,,Katradevi,GillNet,,Indian Makerel,Pelagic,Malvan,,1,1,0.5,9.5,03:00,06:00,,,,,
01-11-2018,,Taraka,Rampan,,Indian Makerel,,Malvan,,1,1,2.5,3.5,04:00,05:30,,,,,
01-11-2018,,Sukhkarta,GillNet,,Indian Makerel/Squid,Pelagic,Malvan,,1,1,0.5,10,03:00,06:30,,,,,
03-11-2018,,Durgaprasad,GillNet,,Indian Makerel/ Lesser Sardine,Pelagic,Malvan,,1,1,0.5,8,04:00,06:30,,,,,
04-11-2018,,Taraka,Rampan,,Indian Makerel,,Malvan,,1,1,2,4.5,03:30,05:45,,,,,
04-11-2018,,Yashodha,GillNet,,Indian Makerel/ Lesser Sardine,Pelagic,Sindhudurg Fort Island,,1,1,1,6.5,04:30,07:30,,,,,
04-11-2018,,Laxmi Rawalnath,GillNet,,Lesser Sardine,Pelagic,Malvan,,1,1,0.5,8,03:30,07:00,,,,,
06-11-2018,,Malandkar,GillNet,,Indian Makerel,Pelagic,Malvan,,1,1,1,7,03:00,06:00,,,,,
07-11-2018,,Suhas Toraskar,GillNet,,Indian Makerel,Pelagic,Vayangani,,1,1,1.5,3,05:00,07:00,,,,,
09-11-2018,,Suhas Toraskar,GillNet,,Crabs,Benthic,Vayangani,,1,1,0.25,2.5,18:00,07:00,,,,,
10-11-2018,,Bhagwati Prasad,GillNet,,Indian Makerel,Pelagic,Malvan,,1,1,1,11,03:00,07:00,,,,,
11-11-2018,,Taraka,Rampan,,Indian Makerel,,Malvan,,1,1,1.5,4,03:00,06:30,,,,,
11-11-2018,,Bhadrakali,GillNet,,,,,,1,1,,NA,,,,,,,
12-11-2018,,Taraka,GillNet,,Lesser Sardine,Pelagic,Malvan,,1,1,1,7,04:00,06:00,,,,,
12-11-2018,,Bhadrakali,GillNet,,Lesser Sardine,Pelagic,Malvan,,1,1,3.5,8,02:30,06:00,,,,,
13-11-2018,,Mesth Rampan Sangh,Rampan,,Lesser Sardine,,Malvan,,1,1,4.5,5,02:00,06:30,,,,,
14-11-2018,,Mesth Rampan Sangh,Rampan,,Lesser Sardine,,Malvan,,1,1,2,5,04:00,06:30,,1000,,,
14-11-2018,,Mesth Rampan Sangh,Rampan,,Lesser Sardine,,Malvan,,1,1,2,5,04:00,06:30,,1000,,,
14-11-2018,,Mesth Rampan Sangh,Rampan,,Lesser Sardine,,Malvan,,1,1,2,5,04:00,06:30,,1000,,,
14-11-2018,,Mesth Rampan Sangh,Rampan,,Lesser Sardine,,Malvan,,1,1,2,5,04:00,06:30,,1000,,,
14-11-2018,,,GillNet,,,,Malvan,,1,1,,NA,,,,,,,
14-11-2018,,Mesth Rampan Sangh,Rampan,,Lesser Sardine,,Malvan,,1,1,2,5,04:00,06:30,,1000,,,
14-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Malvan,,2,2,3,12,05:30,16:30,,,,,
14-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Malvan,,2,2,3,12,05:30,16:30,,,,,
14-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Malvan,,2,2,3,12,05:30,16:30,,,,,
14-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Malvan,,2,2,3,12,05:30,16:30,,,,,
14-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Malvan,,2,2,3,12,05:30,16:30,,,,,
14-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Malvan,,2,2,3,12,05:30,16:30,,,,,
14-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Malvan,,2,2,3,12,05:30,16:30,,,,,
14-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Malvan,,2,2,3,12,05:30,16:30,,,,,
14-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Malvan,,2,2,3,12,05:30,16:30,,,,,
14-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Malvan,,2,2,3,12,05:30,16:30,,,,,
14-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Malvan,,2,2,3,12,05:30,16:30,,,,,
14-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Malvan,,2,2,3,12,05:30,16:30,,,,,
14-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Malvan,,2,2,3,12,05:30,16:30,,,,,
14-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Malvan,,2,2,3,12,05:30,16:30,,,,,
14-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Malvan,,2,2,3,12,05:30,16:30,,,,,
15-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Malvan,,2,2,3,12,05:30,16:30,,,,,
15-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Malvan,,2,2,3,12,05:30,16:30,,,,,
15-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Malvan,,2,2,3,12,05:30,16:30,,,,,
15-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Malvan,,2,2,3,12,05:30,16:30,,,,,
16-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Juva Pankhol,,1,3,2.5,12,05:30,16:30,,,,,
16-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Juva Pankhol,,1,3,2.5,12,05:30,16:30,,,,,
16-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Juva Pankhol,,1,3,2.5,12,05:30,16:30,,,,,
16-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Juva Pankhol,,1,3,2.5,12,05:30,16:30,,,,,
16-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Juva Pankhol,,1,3,2.5,12,05:30,16:30,,,,,
16-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Juva Pankhol,,1,3,2.5,12,05:30,16:30,,,,,
16-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Juva Pankhol,,1,3,2.5,12,05:30,16:30,,,,,
16-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Juva Pankhol,,1,3,2.5,12,05:30,16:30,,,,,
16-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Juva Pankhol,,1,3,2.5,12,05:30,16:30,,,,,
16-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Juva Pankhol,,1,3,2.5,12,05:30,16:30,,,,,
16-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Juva Pankhol,,1,3,2.5,12,05:30,16:30,,,,,
16-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Juva Pankhol,,1,3,2.5,12,05:30,16:30,,,,,
16-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Juva Pankhol,,1,3,2.5,12,05:30,16:30,,,,,
16-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Juva Pankhol,,1,3,2.5,12,05:30,16:30,,,,,
16-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Juva Pankhol,,1,3,2.5,12,05:30,16:30,,,,,
16-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Juva Pankhol,,1,3,2.5,12,05:30,16:30,,,,,
16-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Juva Pankhol,,1,3,2.5,12,05:30,16:30,,,,,
16-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Juva Pankhol,,1,3,2.5,12,05:30,16:30,,,,,
16-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Juva Pankhol,,1,3,2.5,12,05:30,16:30,,,,,
16-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Juva Pankhol,,1,3,2.5,12,05:30,16:30,,,,,
16-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Juva Pankhol,,1,3,2.5,12,05:30,16:30,,,,,
16-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Juva Pankhol,,1,3,2.5,12,05:30,16:30,,,,,
16-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Juva Pankhol,,1,3,2.5,12,05:30,16:30,,,,,
16-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Juva Pankhol,,1,3,2.5,12,05:30,16:30,,,,,
16-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Juva Pankhol,,1,3,2.5,12,05:30,16:30,,,,,
16-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Juva Pankhol,,1,3,2.5,12,05:30,16:30,,,,,
16-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Juva Pankhol,,1,3,2.5,12,05:30,16:30,,,,,
16-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Juva Pankhol,,1,3,2.5,12,05:30,16:30,,,,,
16-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Juva Pankhol,,1,3,2.5,12,05:30,16:30,,,,,
16-11-2018,,Om Sai,Trawler,,Prawns,Benthic,Juva Pankhol,,1,3,2.5,12,05:30,16:30,,,,,
17-11-2018,,Chetana FB,GillNet,,Mixed Catch,Pelagic,Malvan,,1,1,2,6,03:00,06:00,,,,,
19-11-2018,,Mesth,Rampan,,,,Dandi Beach,,1,1,13,3,,,"Crabs, Squid, Striped catfish, Sting rays, Bamboo Sharks, Half beaks",,Yes,1,
23-11-2018,,Mesth Rampan Sangh,Rampan,,Mixed Catch,,Malvan,,1,1,3,5,03:00,06:00,,,,,
24-11-2018,,Om Sai,Trawler,,Mixed Catch,Mixed cast,Akere-Nivati,,1,4,2.5,12,05:30,16:30,,,,,
24-11-2018,,Om Sai,Trawler,,Mixed Catch,Mixed cast,Akere-Nivati,,1,4,2.5,12,05:30,16:30,,,,,
24-11-2018,,Om Sai,Trawler,,Mixed Catch,Mixed cast,Akere-Nivati,,1,4,2.5,12,05:30,16:30,,,,,
25-11-2018,,Reshmi 02,GillNet,,Indian Makerel,Pelagic,Sindhudurg Fort Island,,1,1,,10,04:00,07:00,,,,,
25-11-2018,,Kalaki,GillNet,,,,Malvan,,1,1,,NA,,,,,,,
26-11-2018,,Narayan,Rampan,,Indian Oil Sardine,,Malvan,,1,1,3,3,21:30,06:30,,,,,
26-11-2018,,Narayan,Rampan,,Indian Oil Sardine,,Malvan,,1,1,3,3,21:30,06:30,,,,,
26-11-2018,,Narayan,Rampan,,Indian Oil Sardine,,Malvan,,1,1,3,3,21:30,06:30,,,,,
26-11-2018,,Mesth Rampan Sangh,Rampan,,Indian Oil Sardine,,Malvan,,1,1,4,3,02:30,08:30,,,,,
26-11-2018,,Mesth Rampan Sangh,Rampan,,Indian Oil Sardine,,Malvan,,1,1,4,3,02:30,08:30,,,,,
26-11-2018,,Mesth Rampan Sangh,Rampan,,Indian Oil Sardine,,Malvan,,1,1,4,3,02:30,08:30,,,,,
26-11-2018,,Mesth Rampan Sangh,Rampan,,Indian Oil Sardine,,Malvan,,1,1,4,3,02:30,08:30,,,,,
27-11-2018,,Omkar,Trawler,,Chalu,Bottom Trawl,Juva Pankhol,,1,3,2.75,7.5,,,,,Yes,3,"2HC, 1HS"
27-11-2018,,Bhavani prasad,GillNet,,Indian Makerel,Pelagic,Malvan,,1,1,1,12,05:30,10:00,,,,,
27-11-2018,,Kalaki,GillNet,,Indian Makerel,Pelagic,Tarkarli,,1,1,1,5,03:00,07:00,,,,,
27-11-2018,,Mesth Rampan Sangh,Rampan,,Indian Oil Sardine,,Malvan,,1,1,4,4,21:30,02:30,,,,,
28-11-2018,,Kalika,GillNet,,Indian Makerel,Pelagic,Malvan,,1,1,1.5,8,04:00,06:30,,,,,
29-11-2018,,Mesth Rampan Sangh,Rampan,,Squid,,Malvan,,1,1,4,4,02:30,06:30,,,,,
29-11-2018,,Bhavani prasad,GillNet,,Indian Makerel,Pelagic,Malvan,,1,1,1,6,05:30,09:00,,,,,
29-11-2018,,Kalika,GillNet,,Lesser Sardine,Pelagic,Malvan,,1,1,0.5,4,04:00,07:30,,,,,
29-11-2018,,Kalika,GillNet,,Indian Makerel,Pelagic,Malvan,,1,1,0.5,6,17:30,20:30,,,,,
30-11-2018,,Laxmi Prassad,GillNet,,Kapi,Pelagic,Malvan,,1,1,1,12,02:00,09:00,,,,,
30-11-2018,,Laxmi Prassad,GillNet,,Kapi,Pelagic,Malvan,,1,1,1,12,02:00,09:00,,,,,
30-11-2018,,Laxmi Rawalnath,GillNet,,Lesser Sardine,Pelagic,Malvan,,1,1,0.5,8,02:00,09:00,,,,,
01-12-2018,,Suhas Toraskar,GillNet,,Indian Makerel,Pelagic,Vayangani,,1,1,1,7,04:30,07:30,,,,,
01-12-2018,,Durga Prasad,GillNet,,Indian Makerel,Pelagic,Malvan,,1,1,0.75,8,05:30,08:00,,,,,
01-12-2018,,Durga Prasad,GillNet,,Indian Makerel,Pelagic,Malvan,,1,1,0.75,8,05:30,08:00,,,,,
