"Gear.Type","Sample","Family","Weight.g","Class","Haul.time","No.hauls"
"Gill Net","deb74eeb","Clupeidae",664,"Target Catch",90,1
"Gill Net","deb74eeb","Lactariidae",56,"Bycatch",90,1
"Gill Net","deb74eeb","Scombridae",45,"Bycatch",90,1
"Gill Net","deb74eeb","NA",347,"Bycatch",90,1
"Gill Net","47be1f51","Clupeidae",541,"Target Catch",20,1
"Gill Net","47be1f51","Leiognathidae",20,"Bycatch",20,1
"Gill Net","47be1f51","Scombridae",56,"Bycatch",20,1
"Gill Net","47be1f51","Sphyraenidae",92,"Bycatch",20,1
"Gill Net","47be1f51","NA",183,"Bycatch",20,1
"Gill Net","30b92fc7","Clupeidae",663,"Target Catch",30,1
"Gill Net","30b92fc7","Scombridae",84,"Bycatch",30,1
"Gill Net","30b92fc7","Sphyraenidae",180,"Bycatch",30,1
"Gill Net","30b92fc7","Synodontidae",54,"Bycatch",30,1
"Gill Net","30b92fc7","Terapontidae",52,"Discard",30,1
"Gill Net","30b92fc7","Tetraodontidae",70,"Discard",30,1
"Gill Net","30b92fc7","NA",198,"Bycatch",30,1
"Gill Net","aeddba64","Carangidae",63,"Bycatch",30,1
"Gill Net","aeddba64","Clupeidae",688,"Target Catch",30,1
"Gill Net","aeddba64","Portunidae",82,"Discard",30,1
"Gill Net","aeddba64","Scombridae",168,"Bycatch",30,1
"Gill Net","aeddba64","Sphyraenidae",52,"Discard",30,1
"Gill Net","aeddba64","Synodontidae",86,"Bycatch",30,1
"Gill Net","aeddba64","Terapontidae",30,"Discard",30,1
"Gill Net","aeddba64","NA",286,"Bycatch",30,1
"Gill Net","d9da8af2","Clupeidae",640,"Target Catch",30,1
"Gill Net","d9da8af2","Engraulidae",199,"Discard",30,1
"Gill Net","d9da8af2","Scombridae",58,"Bycatch",30,1
"Gill Net","d9da8af2","Tetraodontidae",10,"Discard",30,1
"Gill Net","d9da8af2","NA",400,"Discard",30,1
"Gill Net","40d3db48","Carangidae",18,"Bycatch",20,1
"Gill Net","40d3db48","Clupeidae",972,"Target Catch",20,1
"Gill Net","40d3db48","Engraulidae",0,"Bycatch",20,1
"Gill Net","40d3db48","Portunidae",75,"Bycatch",20,1
"Gill Net","40d3db48","Scombridae",216,"Bycatch",20,1
"Gill Net","40d3db48","NA",1392,"Bycatch",20,1
"Gill Net","37d4ebde","Clupeidae",1670,"Target Catch",45,1
"Gill Net","37d4ebde","Engraulidae",42,"Discard",45,1
"Gill Net","37d4ebde","Leiognathidae",22,"Discard",45,1
"Gill Net","37d4ebde","Scombridae",209,"Bycatch",45,1
"Gill Net","37d4ebde","Serranidae",216,"Discard",45,1
"Gill Net","37d4ebde","Sphyraenidae",0,"Bycatch",45,1
"Gill Net","37d4ebde","NA",487,"Bycatch",45,1
"Gill Net","a76bf64f","Carangidae",133,"Bycatch",120,1
"Gill Net","a76bf64f","Clupeidae",175,"Target Catch",120,1
"Gill Net","a76bf64f","Scombridae",112,"Bycatch",120,1
"Gill Net","a76bf64f","Sphyraenidae",118,"Bycatch",120,1
"Gill Net","a76bf64f","NA",148,"Bycatch",120,1
"Gill Net","d06cc6d9","Clupeidae",272,"Target Catch",45,1
"Gill Net","d06cc6d9","Scombridae",0,"Bycatch",45,1
"Gill Net","d06cc6d9","Tetraodontidae",0,"Bycatch",45,1
"Gill Net","d06cc6d9","NA",277,"Bycatch",45,1
"Gill Net","b0ab4f3c","Clupeidae",167,"Target Catch",30,1
"Gill Net","b0ab4f3c","Engraulidae",37,"Bycatch",30,1
"Gill Net","b0ab4f3c","Scombridae",407,"Bycatch",30,1
"Gill Net","b0ab4f3c","Sphyraenidae",99,"Bycatch",30,1
"Gill Net","b0ab4f3c","NA",459,"Bycatch",30,1
"Gill Net","c7ac7faa","Clupeidae",290,"Bycatch","NA",1
"Gill Net","c7ac7faa","Scombridae",89,"Bycatch","NA",1
"Gill Net","c7ac7faa","Tetraodontidae",21,"Discard","NA",1
"Gill Net","c7ac7faa","NA",71,"Bycatch","NA",1
"Gill Net","5ea52e10","Clupeidae",1052,"Target Catch",15,1
"Gill Net","5ea52e10","NA",320,"Bycatch",15,1
"Gill Net","29a21e86","Carangidae",57,"Bycatch",75,1
"Gill Net","29a21e86","Clupeidae",428,"Target Catch",75,1
"Gill Net","29a21e86","Lactariidae",263,"Target Catch",75,1
"Gill Net","29a21e86","Leiognathidae",92,"Bycatch",75,1
"Gill Net","29a21e86","Scombridae",94,"Target Catch",75,1
"Gill Net","29a21e86","Terapontidae",130,"Discard",75,1
"Gill Net","29a21e86","Tetraodontidae",99,"Discard",75,1
"Gill Net","29a21e86","NA",319,"Discard",75,1
"Gill Net","b7c68b25","Carangidae",184,"Bycatch",145,1
"Gill Net","b7c68b25","Clupeidae",819,"Target Catch",145,1
"Gill Net","b7c68b25","Engraulidae",38,"Bycatch",145,1
"Gill Net","b7c68b25","Lactariidae",141,"Target Catch",145,1
"Gill Net","b7c68b25","Leiognathidae",63,"Discard",145,1
"Gill Net","b7c68b25","Serranidae",55,"Discard",145,1
"Gill Net","b7c68b25","Synodontidae",120,"Bycatch",145,1
"Gill Net","b7c68b25","Terapontidae",129,"Bycatch",145,1
"Gill Net","b7c68b25","Tetraodontidae",125,"Discard",145,1
"Gill Net","b7c68b25","NA",402,"Bycatch",145,1
"Gill Net","c0c1bbb3","Clupeidae",345,"Target Catch",30,1
"Gill Net","c0c1bbb3","Lactariidae",440,"Target Catch",30,1
"Gill Net","c0c1bbb3","Leiognathidae",97,"Discard",30,1
"Gill Net","c0c1bbb3","Scombridae",1194,"Target Catch",30,1
"Gill Net","c0c1bbb3","Serranidae",72,"Discard",30,1
"Gill Net","c0c1bbb3","Synodontidae",126,"Bycatch",30,1
"Gill Net","c0c1bbb3","Terapontidae",64,"Bycatch",30,1
"Gill Net","c0c1bbb3","Tetraodontidae",92,"Discard",30,1
"Gill Net","c0c1bbb3","NA",5032,"Discard",30,1
"Gill Net","59c8ea09","Carangidae",311,"Bycatch",30,1
"Gill Net","59c8ea09","Clupeidae",755,"Target Catch",30,1
"Gill Net","59c8ea09","Engraulidae",91,"Bycatch",30,1
"Gill Net","59c8ea09","Lactariidae",862,"Target Catch",30,1
"Gill Net","59c8ea09","Synodontidae",40,"Bycatch",30,1
"Gill Net","59c8ea09","Terapontidae",83,"Bycatch",30,1
"Gill Net","59c8ea09","NA",981,"Discard",30,1
"Gill Net","2ecfda9f","Carangidae",80,"Bycatch",30,1
"Gill Net","2ecfda9f","Clupeidae",940,"Target Catch",30,1
"Gill Net","2ecfda9f","Leiognathidae",378,"Discard",30,1
"Gill Net","2ecfda9f","Synanceiidae",61,"Discard",30,1
"Gill Net","2ecfda9f","Synodontidae",42,"Bycatch",30,1
"Gill Net","2ecfda9f","NA",179,"Discard",30,1
"Gill Net","be70c70e","Engraulidae",85,"Bycatch",30,1
"Gill Net","be70c70e","Lactariidae",197,"Target Catch",30,1
"Gill Net","be70c70e","Portunidae",121,"Bycatch",30,1
"Gill Net","be70c70e","Scombridae",415,"Target Catch",30,1
"Gill Net","be70c70e","Synanceiidae",18,"Discard",30,1
"Gill Net","be70c70e","Tetraodontidae",199,"Discard",30,1
"Gill Net","be70c70e","NA",1497,"Target Catch",30,1
"Gill Net","c977f798","Carangidae",67,"Target Catch",60,1
"Gill Net","c977f798","Clupeidae",820,"Target Catch",60,1
"Gill Net","c977f798","Engraulidae",34,"Bycatch",60,1
"Gill Net","c977f798","Lactariidae",146,"Target Catch",60,1
"Gill Net","c977f798","Leiognathidae",112,"Discard",60,1
"Gill Net","c977f798","Scombridae",244,"Target Catch",60,1
"Gill Net","c977f798","Serranidae",188,"Discard",60,1
"Gill Net","c977f798","Sphyraenidae",184,"Bycatch",60,1
"Gill Net","c977f798","Synodontidae",149,"Bycatch",60,1
"Gill Net","c977f798","Terapontidae",57,"Bycatch",60,1
"Gill Net","c977f798","NA",1082,"Bycatch",60,1
"Gill Net","9b861cff","Clupeidae",125,"Bycatch",60,1
"Gill Net","9b861cff","Portunidae",348,"Bycatch",60,1
"Gill Net","9b861cff","Scombridae",607,"Target Catch",60,1
"Gill Net","9b861cff","Synodontidae",197,"Bycatch",60,1
"Gill Net","9b861cff","Tetraodontidae",53,"Bycatch",60,1
"Gill Net","9b861cff","NA",211,"Bycatch",60,1
"Gill Net","ec812c69","Clupeidae",411,"Target Catch",90,1
"Gill Net","ec812c69","Engraulidae",53,"Bycatch",90,1
"Gill Net","ec812c69","Lactariidae",410,"Target Catch",90,1
"Gill Net","ec812c69","Leiognathidae",41,"Discard",90,1
"Gill Net","ec812c69","Polynemidae",44,"Bycatch",90,1
"Gill Net","ec812c69","Scombridae",552,"Target Catch",90,1
"Gill Net","ec812c69","Synodontidae",71,"Bycatch",90,1
"Gill Net","ec812c69","NA",1113,"Bycatch",90,1
"Gill Net","75887dd3","Clupeidae",673,"Target Catch",60,1
"Gill Net","75887dd3","Lactariidae",964,"Target Catch",60,1
"Gill Net","75887dd3","Leiognathidae",28,"Discard",60,1
"Gill Net","75887dd3","Polynemidae",48,"Bycatch",60,1
"Gill Net","75887dd3","Scombridae",890,"Target Catch",60,1
"Gill Net","75887dd3","Serranidae",91,"Bycatch",60,1
"Gill Net","75887dd3","Synanceiidae",83,"Discard",60,1
"Gill Net","75887dd3","Synodontidae",111,"Bycatch",60,1
"Gill Net","75887dd3","NA",1761,"Bycatch",60,1
"Gill Net","028f4d45","Carangidae",561,"Bycatch",60,1
"Gill Net","028f4d45","Clupeidae",788,"Target Catch",60,1
"Gill Net","028f4d45","Lactariidae",660,"Target Catch",60,1
"Gill Net","028f4d45","Leiognathidae",79,"Discard",60,1
"Gill Net","028f4d45","Portunidae",223,"Bycatch",60,1
"Gill Net","028f4d45","Scombridae",764,"Target Catch",60,1
"Gill Net","028f4d45","Synodontidae",159,"Bycatch",60,1
"Gill Net","028f4d45","Terapontidae",563,"Discard",60,1
"Gill Net","028f4d45","NA",2659,"Bycatch",60,1
"Gill Net","9cebd8e6","Clupeidae",298,"Target Catch",30,1
"Gill Net","9cebd8e6","Engraulidae",26,"Bycatch",30,1
"Gill Net","9cebd8e6","Leiognathidae",67,"Discard",30,1
"Gill Net","9cebd8e6","Scombridae",483,"Target Catch",30,1
"Gill Net","9cebd8e6","NA",2268,"Bycatch",30,1
"Gill Net","ebece870","Carangidae",70,"Bycatch",45,1
"Gill Net","ebece870","Clupeidae",507,"Bycatch",45,1
"Gill Net","ebece870","Engraulidae",70,"Bycatch",45,1
"Gill Net","ebece870","Lactariidae",420,"Target Catch",45,1
"Gill Net","ebece870","Leiognathidae",32,"Discard",45,1
"Gill Net","ebece870","Portunidae",89,"Bycatch",45,1
"Gill Net","ebece870","Scombridae",780,"Target Catch",45,1
"Gill Net","ebece870","Synanceiidae",45,"Discard",45,1
"Gill Net","ebece870","NA",1622,"Bycatch",45,1
"Gill Net","72e5b9ca","Carangidae",343,"Bycatch",30,1
"Gill Net","72e5b9ca","Clupeidae",1144,"Bycatch",30,1
"Gill Net","72e5b9ca","Engraulidae",105,"Bycatch",30,1
"Gill Net","72e5b9ca","Lactariidae",289,"Target Catch",30,1
"Gill Net","72e5b9ca","Scombridae",510,"Target Catch",30,1
"Gill Net","72e5b9ca","Serranidae",75,"Discard",30,1
"Gill Net","72e5b9ca","Terapontidae",55,"Discard",30,1
"Gill Net","72e5b9ca","NA",1024,"Target Catch",30,1
"Gill Net","05e2895c","Clupeidae",873,"Target Catch",60,1
"Gill Net","05e2895c","Engraulidae",140,"Bycatch",60,1
"Gill Net","05e2895c","Lactariidae",283,"Target Catch",60,1
"Gill Net","05e2895c","Leiognathidae",9,"Discard",60,1
"Gill Net","05e2895c","Paralichthyidae",70,"Bycatch",60,1
"Gill Net","05e2895c","Scombridae",824,"Target Catch",60,1
"Gill Net","05e2895c","Synanceiidae",67,"Discard",60,1
"Gill Net","05e2895c","Synodontidae",135,"Bycatch",60,1
"Gill Net","05e2895c","NA",1462,"Bycatch",60,1
"Gill Net","955d94cd","Clupeidae",150,"Target Catch",60,1
"Gill Net","955d94cd","Engraulidae",150,"Bycatch",60,1
"Gill Net","955d94cd","Lactariidae",198,"Target Catch",60,1
"Gill Net","955d94cd","Leiognathidae",25,"Discard",60,1
"Gill Net","955d94cd","Portunidae",295,"Bycatch",60,1
"Gill Net","955d94cd","Serranidae",48,"Bycatch",60,1
"Gill Net","955d94cd","Synodontidae",80,"Bycatch",60,1
"Gill Net","955d94cd","NA",1064,"Bycatch",60,1
"Gill Net","e25aa45b","Carangidae",248,"Bycatch",120,1
"Gill Net","e25aa45b","Portunidae",412,"Bycatch",120,1
"Gill Net","e25aa45b","Scombridae",1901,"Target Catch",120,1
"Gill Net","e25aa45b","Serranidae",170,"Discard",120,1
"Gill Net","e25aa45b","Tetraodontidae",64,"Discard",120,1
"Gill Net","e25aa45b","NA",217,"Bycatch",120,1
"Gill Net","829d2dbe","Carangidae",34,"Bycatch",60,1
"Gill Net","829d2dbe","Clupeidae",49,"Target Catch",60,1
"Gill Net","829d2dbe","Leiognathidae",33,"Discard",60,1
"Gill Net","829d2dbe","Scombridae",1231,"Target Catch",60,1
"Gill Net","829d2dbe","NA",246,"Bycatch",60,1
"Gill Net","f59a1d28","Carangidae",176,"Bycatch",60,1
"Gill Net","f59a1d28","Clupeidae",65,"Bycatch",60,1
"Gill Net","f59a1d28","Engraulidae",30,"Bycatch",60,1
"Gill Net","f59a1d28","Lactariidae",61,"Target Catch",60,1
"Gill Net","f59a1d28","Scombridae",508,"Target Catch",60,1
"Gill Net","f59a1d28","Synodontidae",89,"Bycatch",60,1
"Gill Net","f59a1d28","NA",306,"Bycatch",60,1
"Gill Net","6c934c92","Clupeidae",1577,"Bycatch",15,1
"Gill Net","6c934c92","Lactariidae",30,"Target Catch",15,1
"Gill Net","6c934c92","Leiognathidae",16,"Discard",15,1
"Gill Net","6c934c92","NA",27,"Discard",15,1
"Gill Net","1b947c04","Clupeidae",979,"Target Catch",60,1
"Gill Net","1b947c04","Lactariidae",156,"Bycatch",60,1
"Gill Net","1b947c04","Leiognathidae",45,"Discard",60,1
"Gill Net","1b947c04","Scombridae",554,"Bycatch",60,1
"Gill Net","1b947c04","NA",38,"Bycatch",60,1
"Gill Net","85f0e9a7","Carangidae",35,"Bycatch",20,1
"Gill Net","85f0e9a7","Clupeidae",607,"Target Catch",20,1
"Gill Net","85f0e9a7","Engraulidae",99,"Bycatch",20,1
"Gill Net","85f0e9a7","Leiognathidae",98,"Bycatch",20,1
"Gill Net","85f0e9a7","Scombridae",106,"Bycatch",20,1
"Gill Net","85f0e9a7","Sphyraenidae",141,"Bycatch",20,1
"Gill Net","85f0e9a7","NA",64,"Bycatch",20,1
"Gill Net","f2f7d931","Carangidae",81,"Bycatch",30,1
"Gill Net","f2f7d931","Clupeidae",1856,"Target Catch",30,1
"Gill Net","f2f7d931","Scombridae",67,"Bycatch",30,1
"Gill Net","f2f7d931","NA",54,"Bycatch",30,1
"Gill Net","6bfe888b","Clupeidae",313,"Bycatch",240,1
"Gill Net","6bfe888b","Lactariidae",155,"Bycatch",240,1
"Gill Net","6bfe888b","Leiognathidae",22,"Discard",240,1
"Gill Net","6bfe888b","Scombridae",193,"Bycatch",240,1
"Gill Net","6bfe888b","Sphyraenidae",180,"Bycatch",240,1
"Gill Net","6bfe888b","NA",37,"Bycatch",240,1
"Gill Net","1cf9b81d","Clupeidae",44,"Bycatch",30,1
"Gill Net","1cf9b81d","Leiognathidae",987,"Target Catch",30,1
"Gill Net","1cf9b81d","NA",106,"Target Catch",30,1
"Gill Net","8c46a58c","Clupeidae",2046,"Target Catch",120,1
"Gill Net","8c46a58c","Lactariidae",30,"Bycatch",120,1
"Gill Net","8c46a58c","Scombridae",109,"Bycatch",120,1
"Gill Net","8c46a58c","NA",134,"Bycatch",120,1
"Trawler","42642165","Ariidae",305,"Trash","NA","NA"
"Trawler","42642165","Engraulidae",70,"Trash","NA","NA"
"Trawler","42642165","Leiognathidae",515,"Trash","NA","NA"
"Trawler","42642165","Muraenesocidae",190,"Trash","NA","NA"
"Trawler","42642165","Platycephalidae",110,"Trash","NA","NA"
"Trawler","42642165","Sciaenidae",85,"Trash","NA","NA"
"Trawler","42642165","Serranidae",245,"Trash","NA","NA"
"Trawler","42642165","Terapontidae",200,"Trash","NA","NA"
"Trawler","d8e9a4b1","Clupeidae",85,"Trash","NA","NA"
"Trawler","d8e9a4b1","Engraulidae",70,"Trash","NA","NA"
"Trawler","d8e9a4b1","Leiognathidae",280,"Trash","NA","NA"
"Trawler","d8e9a4b1","Mugilidae",70,"Trash","NA","NA"
"Trawler","d8e9a4b1","Platycephalidae",120,"Trash","NA","NA"
"Trawler","d8e9a4b1","Serranidae",110,"Trash","NA","NA"
"Trawler","d8e9a4b1","Sphyraenidae",85,"Trash","NA","NA"
"Trawler","d8e9a4b1","Synodontidae",70,"Trash","NA","NA"
"Trawler","aaa182a2","Clupeidae",85,"Trash","NA","NA"
"Trawler","aaa182a2","Engraulidae",350,"Trash","NA","NA"
"Trawler","aaa182a2","Leiognathidae",80,"Trash","NA","NA"
"Trawler","aaa182a2","Sciaenidae",55,"Trash","NA","NA"
"Trawler","aaa182a2","Serranidae",50,"Trash","NA","NA"
"Trawler","aaa182a2","Tetraodontidae",60,"Trash","NA","NA"
"Trawler","aaa182a2","Trichiuridae",170,"Trash","NA","NA"
"Trawler","3741c36f","Clupeidae",0,"Trash","NA","NA"
"Trawler","3741c36f","Engraulidae",23,"Trash","NA","NA"
"Trawler","3741c36f","Leiognathidae",63,"Trash","NA","NA"
"Trawler","3741c36f","Platycephalidae",184,"Trash","NA","NA"
"Trawler","3741c36f","Serranidae",138,"Trash","NA","NA"
"Trawler","3741c36f","Terapontidae",40,"Trash","NA","NA"
"Trawler","4046f3f9","Nemipteridae",100,"Trash","NA","NA"
"Trawler","d94fa243","Carangidae",70,"Trash","NA","NA"
"Trawler","d94fa243","Carcharhinidae",66,"Trash","NA","NA"
"Trawler","d94fa243","Clupeidae",68,"Trash","NA","NA"
"Trawler","d94fa243","Engraulidae",16,"Trash","NA","NA"
"Trawler","d94fa243","Platycephalidae",132,"Trash","NA","NA"
"Trawler","d94fa243","Synodontidae",22,"Trash","NA","NA"
"Trawler","d94fa243","Terapontidae",16,"Trash","NA","NA"
"Trawler","d94fa243","Trichiuridae",224,"Trash","NA","NA"
"Trawler","f8cea863","Nemipteridae",100,"Trash","NA","NA"
"Trawler","af8af8e2","Nemipteridae",100,"Trash","NA","NA"
"Trawler","3f35e573","Carangidae",118,"Trash","NA","NA"
"Trawler","3f35e573","Clupeidae",9,"Trash","NA","NA"
"Trawler","3f35e573","Engraulidae",23,"Trash","NA","NA"
"Trawler","3f35e573","Hemiscylliidae",177,"Trash","NA","NA"
"Trawler","3f35e573","Paralichthyidae",83,"Trash","NA","NA"
"Trawler","3f35e573","Platycephalidae",147,"Trash","NA","NA"
"Trawler","3f35e573","Serranidae",52,"Trash","NA","NA"
"Trawler","3f35e573","Squillidae",7,"Trash","NA","NA"
"Trawler","2fd3a7cc","Carangidae",27,"Trash","NA","NA"
"Trawler","2fd3a7cc","Cynoglossidae",0,"Trash","NA","NA"
"Trawler","2fd3a7cc","Leiognathidae",10,"Trash","NA","NA"
"Trawler","2fd3a7cc","Loliginidae",22,"Trash","NA","NA"
"Trawler","2fd3a7cc","Platycephalidae",173,"Trash","NA","NA"
"Trawler","2fd3a7cc","Portunidae",45,"Trash","NA","NA"
"Trawler","2fd3a7cc","Sciaenidae",41,"Trash","NA","NA"
"Trawler","2fd3a7cc","Tetraodontidae",46,"Trash","NA","NA"
"Trawler","9f12b5a0","Clupeidae",40,"Trash","NA","NA"
"Trawler","9f12b5a0","Paralichthyidae",68,"Trash","NA","NA"
"Trawler","9f12b5a0","Platycephalidae",92,"Trash","NA","NA"
"Trawler","9f12b5a0","Scombridae",40,"Trash","NA","NA"
"Trawler","9f12b5a0","Serranidae",147,"Trash","NA","NA"
"Trawler","9f12b5a0","Squillidae",3,"Trash","NA","NA"
"Trawler","9f12b5a0","Terapontidae",195,"Trash","NA","NA"
"Trawler","6845890d","Carangidae",54,"Trash","NA","NA"
"Trawler","6845890d","Clupeidae",55,"Trash","NA","NA"
"Trawler","6845890d","Engraulidae",536,"Trash","NA","NA"
"Trawler","6845890d","Serranidae",21,"Trash","NA","NA"
"Trawler","6845890d","Terapontidae",111,"Trash","NA","NA"
"Trawler","6845890d","Tetraodontidae",10,"Trash","NA","NA"
"Trawler","dafa05d3","Carangidae",31,"Trash","NA","NA"
"Trawler","dafa05d3","Engraulidae",495,"Trash","NA","NA"
"Trawler","dafa05d3","Leiognathidae",17,"Trash","NA","NA"
"Trawler","dafa05d3","Nemipteridae",5,"Trash","NA","NA"
"Trawler","dafa05d3","Serranidae",162,"Trash","NA","NA"
"Trawler","dafa05d3","Terapontidae",40,"Trash","NA","NA"
"Trawler","dafa05d3","Trichiuridae",84,"Trash","NA","NA"
"Trawler","984044f5","Carangidae",216,"Trash","NA","NA"
"Trawler","984044f5","Clupeidae",301,"Trash","NA","NA"
"Trawler","984044f5","Engraulidae",334,"Trash","NA","NA"
"Trawler","984044f5","Tetraodontidae",34,"Trash","NA","NA"
"Trawler","9d3668f4","Priacanthidae",431,"Trash","NA","NA"
"Trawler","79109e48","Leiognathidae",100,"Trash","NA","NA"
"Trawler","2b5df310","Clupeidae",22,"Trash","NA","NA"
"Trawler","2b5df310","Cynoglossidae",10,"Trash","NA","NA"
"Trawler","2b5df310","Gerreidae",30,"Trash","NA","NA"
"Trawler","2b5df310","Leiognathidae",6,"Trash","NA","NA"
"Trawler","2b5df310","Loliginidae",61,"Trash","NA","NA"
"Trawler","2b5df310","Nemipteridae",4,"Trash","NA","NA"
"Trawler","2b5df310","Plotosidae",113,"Trash","NA","NA"
"Trawler","2b5df310","Sciaenidae",11,"Trash","NA","NA"
"Trawler","2b5df310","Serranidae",173,"Trash","NA","NA"
"Trawler","2b5df310","Terapontidae",5,"Trash","NA","NA"
"Trawler","2b5df310","Tetraodontidae",220,"Trash","NA","NA"
"Trawler","ae3a5035","Carangidae",67,"Trash","NA","NA"
"Trawler","ae3a5035","Engraulidae",164,"Trash","NA","NA"
"Trawler","ae3a5035","Leiognathidae",266,"Trash","NA","NA"
"Trawler","ae3a5035","Trichiuridae",87,"Trash","NA","NA"
"Trawler","003b574e","Nemipteridae",100,"Trash","NA","NA"
"Trawler","759549c5","Engraulidae",78,"Trash","NA","NA"
"Trawler","759549c5","Leiognathidae",10,"Trash","NA","NA"
"Trawler","759549c5","Loliginidae",69,"Trash","NA","NA"
"Trawler","759549c5","Menidae",50,"Trash","NA","NA"
"Trawler","759549c5","Nemipteridae",93,"Trash","NA","NA"
"Trawler","759549c5","Penaeidae",9,"Trash","NA","NA"
"Trawler","759549c5","Tetraodontidae",210,"Trash","NA","NA"
"Trawler","759549c5","Trichiuridae",87,"Trash","NA","NA"
"Trawler","f53eafb4",,100,"Trash","NA","NA"
"Trawler","f53eafb4","Nemipteridae",100,"Trash","NA","NA"
"Trawler","e4c136a9","Engraulidae",3,"Trash","NA","NA"
"Trawler","e4c136a9","Leiognathidae",0,"Trash","NA","NA"
"Trawler","e4c136a9","Loliginidae",15,"Trash","NA","NA"
"Trawler","e4c136a9","Menidae",207,"Trash","NA","NA"
"Trawler","e4c136a9","Nemipteridae",15,"Trash","NA","NA"
"Trawler","e4c136a9","Penaeidae",0,"Trash","NA","NA"
"Trawler","e4c136a9","Tetraodontidae",310,"Trash","NA","NA"
"Trawler","e72d1ab1","Bregmacerotidae",0,"Trash","NA","NA"
"Trawler","e72d1ab1","Carangidae",369,"Trash","NA","NA"
"Trawler","e72d1ab1","Lactariidae",16,"Trash","NA","NA"
"Trawler","e72d1ab1","Loliginidae",8,"Trash","NA","NA"
"Trawler","e72d1ab1","Menidae",52,"Trash","NA","NA"
"Trawler","e72d1ab1","Penaeidae",3,"Trash","NA","NA"
"Trawler","e72d1ab1","Sepiidae",57,"Trash","NA","NA"
"Trawler","e72d1ab1","Terapontidae",26,"Trash","NA","NA"
"Trawler","e72d1ab1","Tetraodontidae",21,"Trash","NA","NA"
"Trawler","e72d1ab1","Trichiuridae",38,"Trash","NA","NA"
"Trawler","263c552d","Engraulidae",469,"Trash","NA","NA"
"Trawler","263c552d","Lactariidae",0,"Trash","NA","NA"
"Trawler","263c552d","Leiognathidae",8,"Trash","NA","NA"
"Trawler","263c552d","Menidae",84,"Trash","NA","NA"
"Trawler","263c552d","Tetraodontidae",34,"Trash","NA","NA"
"Trawler","263c552d","Trichiuridae",13,"Trash","NA","NA"
"Trawler","9bf452b8","Carangidae",100,"Trash","NA","NA"
"Trawler","ea9655b3","Carangidae",150,"Trash","NA","NA"
"Trawler","ea9655b3","Clupeidae",59,"Trash","NA","NA"
"Trawler","ea9655b3","Engraulidae",229,"Trash","NA","NA"
"Trawler","ea9655b3","Leiognathidae",0,"Trash","NA","NA"
"Trawler","ea9655b3","Loliginidae",12,"Trash","NA","NA"
"Trawler","ea9655b3","Tetraodontidae",366,"Trash","NA","NA"
"Trawler","5d8167b2","Carangidae",100,"Trash","NA","NA"
"Trawler","00ec46cc","Nemipteridae",398,"Trash","NA","NA"
"Trawler","c743f285","Carangidae",815,"Trash","NA","NA"
"Trawler","c743f285","Engraulidae",223,"Trash","NA","NA"
"Trawler","c743f285","Leiognathidae",0,"Trash","NA","NA"
"Trawler","c743f285","Loliginidae",25,"Trash","NA","NA"
"Trawler","c743f285","Menidae",28,"Trash","NA","NA"
"Trawler","c743f285","Nemipteridae",21,"Trash","NA","NA"
"Trawler","c743f285","Sciaenidae",14,"Trash","NA","NA"
"Trawler","c743f285","Sepiidae",124,"Trash","NA","NA"
"Trawler","c743f285","Synodontidae",26,"Trash","NA","NA"
"Trawler","c743f285","Tetraodontidae",79,"Trash","NA","NA"
"Trawler","c743f285","Trichiuridae",182,"Trash","NA","NA"
"Trawler","15621550","Carangidae",585,"Trash",180,4
"Trawler","1b348031","Leiognathidae",94,"Trash",180,3
"Trawler","1b348031","Nemipteridae",270,"Trash",180,3
"Trawler","ab2ab260","Carangidae",326,"Trash",240,3
"Trawler","ab2ab260","Clupeidae",7,"Trash",240,3
"Trawler","ab2ab260","Engraulidae",63,"Trash",240,3
"Trawler","ab2ab260","Lactariidae",26,"Trash",240,3
"Trawler","ab2ab260","Leiognathidae",15,"Trash",240,3
"Trawler","ab2ab260","Menidae",126,"Trash",240,3
"Trawler","ab2ab260","Nemipteridae",32,"Trash",240,3
"Trawler","ab2ab260","Priacanthidae",4,"Trash",240,3
"Trawler","ab2ab260","Sciaenidae",14,"Trash",240,3
"Trawler","ab2ab260","Tetraodontidae",217,"Trash",240,3
"Trawler","ab2ab260","Trichiuridae",73,"Trash",240,3
"Trawler","0439045a","Carangidae",17,"Trash",150,4
"Trawler","0439045a","Clupeidae",49,"Trash",150,4
"Trawler","0439045a","Leiognathidae",45,"Trash",150,4
"Trawler","0439045a","Penaeidae",0,"Trash",150,4
"Trawler","0439045a","Platycephalidae",36,"Trash",150,4
"Trawler","0439045a","Sepiidae",87,"Trash",150,4
"Trawler","0439045a","Tetraodontidae",426,"Trash",150,4
"Trawler","91281baa","Ariidae",81,"Trash",180,4
"Trawler","91281baa","Carangidae",264,"Trash",180,4
"Trawler","91281baa","Clupeidae",113,"Trash",180,4
"Trawler","91281baa","Engraulidae",21,"Trash",180,4
"Trawler","91281baa","Haemulidae",22,"Trash",180,4
"Trawler","91281baa","Leiognathidae",25,"Trash",180,4
"Trawler","91281baa","Loliginidae",12,"Trash",180,4
"Trawler","91281baa","Plotosidae",37,"Trash",180,4
"Trawler","91281baa","Sepiidae",49,"Trash",180,4
"Trawler","91281baa","Tetraodontidae",527,"Trash",180,4
