"x","y","intensity"
72.9662833333333,16.4048592908263,0.0165786502470146
72.9946833333333,16.4048592908263,6.32276388761976e-06
73.0230833333333,16.4048592908263,0
73.0514833333333,16.4048592908263,0
73.0798833333333,16.4048592908263,0
73.1082833333333,16.4048592908263,0
73.1366833333333,16.4048592908263,0
73.1650833333333,16.4048592908263,0
73.1934833333333,16.4048592908263,0.153461065657603
73.2218833333333,16.4048592908263,0.000371520922417034
73.2502833333333,16.4048592908263,0.0413307082796089
73.2786833333333,16.4048592908263,0.000121186307833805
73.3070833333333,16.4048592908263,0.0330477059199966
73.3354833333333,16.4048592908263,0.0166334475340308
73.3638833333333,16.4048592908263,6.11200508989938e-05
73.3922833333333,16.4048592908263,0
73.4206833333333,16.4048592908263,0
72.9662833333333,16.3775592908263,17.9544494361495
72.9946833333333,16.3775592908263,0.0068474660376784
73.0230833333333,16.3775592908263,0
73.0514833333333,16.3775592908263,0
73.0798833333333,16.3775592908263,0
73.1082833333333,16.3775592908263,0
73.1366833333333,16.3775592908263,0
73.1650833333333,16.3775592908263,0
73.1934833333333,16.3775592908263,166.196216381561
73.2218833333333,16.3775592908263,0.402352032078694
73.2502833333333,16.3775592908263,44.7605867130295
73.2786833333333,16.3775592908263,0.131243099042246
73.3070833333333,16.3775592908263,35.7902094610004
73.3354833333333,16.3775592908263,18.0137941417988
73.3638833333333,16.3775592908263,0.066192171681677
73.3922833333333,16.3775592908263,0
72.9662833333333,16.3502592908263,0
72.9946833333333,16.3502592908263,0
73.0230833333333,16.3502592908263,0
73.0514833333333,16.3502592908263,0
73.0798833333333,16.3502592908263,0
73.1082833333333,16.3502592908263,0
73.1366833333333,16.3502592908263,0
73.1650833333333,16.3502592908263,0
73.1934833333333,16.3502592908263,0
73.2218833333333,16.3502592908263,0
73.2502833333333,16.3502592908263,0
73.2786833333333,16.3502592908263,0
73.3070833333333,16.3502592908263,0
73.3354833333333,16.3502592908263,0
73.3638833333333,16.3502592908263,0
73.3922833333333,16.3502592908263,0
72.9662833333333,16.3229592908263,0
72.9946833333333,16.3229592908263,0
73.0230833333333,16.3229592908263,0
73.0514833333333,16.3229592908263,0
73.0798833333333,16.3229592908263,0
73.1082833333333,16.3229592908263,0
73.1366833333333,16.3229592908263,0
73.1650833333333,16.3229592908263,0
73.1934833333333,16.3229592908263,0
73.2218833333333,16.3229592908263,0
73.2502833333333,16.3229592908263,0
73.2786833333333,16.3229592908263,0
73.3070833333333,16.3229592908263,0
73.3354833333333,16.3229592908263,0
73.3638833333333,16.3229592908263,0.102397621618338
73.3922833333333,16.3229592908263,0.000405086324093025
73.4206833333333,16.3229592908263,0
72.9662833333333,16.2956592908263,0
72.9946833333333,16.2956592908263,0
73.0230833333333,16.2956592908263,0
73.0514833333333,16.2956592908263,0
73.0798833333333,16.2956592908263,0
73.1082833333333,16.2956592908263,0
73.1366833333333,16.2956592908263,0
73.1650833333333,16.2956592908263,0
73.1934833333333,16.2956592908263,0
73.2218833333333,16.2956592908263,0
73.2502833333333,16.2956592908263,0
73.2786833333333,16.2956592908263,0
73.3070833333333,16.2956592908263,0
73.3354833333333,16.2956592908263,0
73.3638833333333,16.2956592908263,17.8076246067706
73.3922833333333,16.2956592908263,0.070447194756849
73.4206833333333,16.2956592908263,0
72.9662833333333,16.2683592908263,0
72.9946833333333,16.2683592908263,0
73.0230833333333,16.2683592908263,0
73.0514833333333,16.2683592908263,0
73.0798833333333,16.2683592908263,0
73.1082833333333,16.2683592908263,0
73.1366833333333,16.2683592908263,0
73.1650833333333,16.2683592908263,0
73.1934833333333,16.2683592908263,0
73.2218833333333,16.2683592908263,0
73.2502833333333,16.2683592908263,0
73.2786833333333,16.2683592908263,0
73.3070833333333,16.2683592908263,0
73.3354833333333,16.2683592908263,0
73.3638833333333,16.2683592908263,0
73.3922833333333,16.2683592908263,0
73.4206833333333,16.2683592908263,0
72.9662833333333,16.2410592908263,0
72.9946833333333,16.2410592908263,0
73.0230833333333,16.2410592908263,0
73.0514833333333,16.2410592908263,0
73.0798833333333,16.2410592908263,0
73.1082833333333,16.2410592908263,0
73.1366833333333,16.2410592908263,0
73.1650833333333,16.2410592908263,0
73.1934833333333,16.2410592908263,0
73.2218833333333,16.2410592908263,0
73.2502833333333,16.2410592908263,0
73.2786833333333,16.2410592908263,0
73.3070833333333,16.2410592908263,0
73.3354833333333,16.2410592908263,0
73.3638833333333,16.2410592908263,0
73.3922833333333,16.2410592908263,0
73.4206833333333,16.2410592908263,0
73.4490833333333,16.2410592908263,0
72.9662833333333,16.2137592908263,0
72.9946833333333,16.2137592908263,0
73.0230833333333,16.2137592908263,0
73.0514833333333,16.2137592908263,0
73.0798833333333,16.2137592908263,0
73.1082833333333,16.2137592908263,0
73.1366833333333,16.2137592908263,0
73.1650833333333,16.2137592908263,0
73.1934833333333,16.2137592908263,0.242833830327478
73.2218833333333,16.2137592908263,0.000587887541707921
73.2502833333333,16.2137592908263,0.192145467752278
73.2786833333333,16.2137592908263,0.364535664672627
73.3070833333333,16.2137592908263,0.00116030435870195
73.3354833333333,16.2137592908263,1.17220134318722
73.3638833333333,16.2137592908263,0.287209914935408
73.3922833333333,16.2137592908263,0.294019834549866
73.4206833333333,16.2137592908263,0.0517210334544779
73.4490833333333,16.2137592908263,0.249113115281738
72.9662833333333,16.1864592908263,0
72.9946833333333,16.1864592908263,0
73.0230833333333,16.1864592908263,0
73.0514833333333,16.1864592908263,0
